城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-11,中雨转暴雨,28,24,东南风转东南风,<3级,12日（明天）,雷阵雨,32,24,东北风转东北风,<3级,13日（后天）,中雨,29,23,东北风转北风,<3级,14日（周二）,雷阵雨转晴,32,21,北风转东南风,<3级
上海,2026-07-11,阴转中雨,32,27,东风转东风,4-5级转5-6级,12日（明天）,小雨转阴,31,27,东南风转东南风,5-6级转4-5级,13日（后天）,阴,32,28,南风转南风,4-5级转3-4级,14日（周二）,小雨转多云,34,27,南风转南风,3-4级
广州,2026-07-11,晴,35,26,无持续风向转无持续风向,<3级,12日（明天）,晴,37,26,无持续风向转无持续风向,<3级,13日（后天）,晴,34,25,无持续风向转无持续风向,<3级,14日（周二）,中雨转雷阵雨,32,26,无持续风向转无持续风向,<3级
深圳,2026-07-11,晴,34,27,无持续风向转无持续风向,<3级,12日（明天）,晴,33,26,无持续风向转无持续风向,<3级,13日（后天）,雷阵雨转中雨,32,26,无持续风向转无持续风向,<3级,14日（周二）,中雨转雷阵雨,30,26,无持续风向转无持续风向,<3级
成都,2026-07-11,雷阵雨转阵雨,33,24,无持续风向转无持续风向,<3级,12日（明天）,晴,35,24,无持续风向转无持续风向,<3级,13日（后天）,晴转多云,36,26,无持续风向转无持续风向,<3级,14日（周二）,多云转中雨,36,25,无持续风向转无持续风向,<3级
杭州,2026-07-11,小雨转大雨,32,26,东北风转东风,<3级转4-5级,12日（明天）,中雨,29,26,东南风转南风,<3级转6-7级,13日（后天）,小雨转多云,34,26,南风转南风,<3级,14日（周二）,多云,37,28,南风转西南风,<3级
武汉,2026-07-11,多云,37,27,东北风转北风,<3级,12日（明天）,小雨转中雨,33,28,北风转西北风,3-4级转<3级,13日（后天）,中雨转小雨,34,28,西北风转东南风,<3级,14日（周二）,多云,37,30,西南风转南风,<3级
南京,2026-07-11,多云转阴,33,27,东风转东北风,5-6级转6-7级,12日（明天）,中雨转大雨,31,26,东风转东南风,7-8级,13日（后天）,大雨转暴雨,28,26,南风转西南风,6-7级,14日（周二）,小雨转阴,34,28,西南风转西南风,4-5级转<3级
重庆,2026-07-11,晴,39,31,东南风转北风,<3级,12日（明天）,多云转晴,35,29,西风转西南风,<3级,13日（后天）,晴,37,30,东南风转东风,<3级,14日（周二）,晴,40,32,南风转东南风,<3级
西安,2026-07-11,小雨转中雨,35,23,无持续风向转无持续风向,<3级,12日（明天）,小雨转多云,31,24,无持续风向转无持续风向,<3级,13日（后天）,晴,34,25,无持续风向转无持续风向,<3级,14日（周二）,小雨,35,24,无持续风向转无持续风向,<3级
