城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-24,多云,32,25,南风转东北风,<3级,25日（明天）,中雨转阴,30,24,西北风转北风,<3级,26日（后天）,雷阵雨,27,21,北风转东北风,<3级,27日（周四）,中雨转大雨,27,22,北风转北风,<3级
上海,2026-08-24,多云,32,27,东南风转东南风,5-6级转<3级,25日（明天）,多云,32,27,东风转东风,<3级,26日（后天）,多云,33,27,东风转东风,<3级,27日（周四）,小雨,33,27,东风转东风,<3级
广州,2026-08-24,中雨转雷阵雨,33,26,无持续风向转无持续风向,<3级,25日（明天）,雷阵雨转中雨,33,25,无持续风向转无持续风向,<3级,26日（后天）,大雨转多云,31,25,无持续风向转无持续风向,<3级,27日（周四）,多云,34,26,无持续风向转无持续风向,<3级
深圳,2026-08-24,雷阵雨转中雨,31,27,无持续风向转无持续风向,<3级,25日（明天）,雷阵雨转中雨,31,25,无持续风向转无持续风向,<3级,26日（后天）,中雨转多云,30,26,无持续风向转无持续风向,<3级,27日（周四）,多云,33,26,无持续风向转无持续风向,<3级
成都,2026-08-24,晴,35,25,无持续风向转无持续风向,<3级,25日（明天）,雷阵雨转阵雨,35,24,无持续风向转无持续风向,<3级,26日（后天）,阵雨转晴,32,24,无持续风向转无持续风向,<3级,27日（周四）,阵雨转小雨,32,24,无持续风向转无持续风向,<3级
杭州,2026-08-24,多云转晴,35,26,东风转东风,3-4级转<3级,25日（明天）,小雨转阴,34,25,东风转东风,3-4级转<3级,26日（后天）,小雨,33,27,东北风转东北风,3-4级转<3级,27日（周四）,小雨,33,27,东北风转东北风,<3级
武汉,2026-08-24,多云,35,27,东北风转东北风,<3级,25日（明天）,晴转多云,36,27,东风转东北风,<3级,26日（后天）,多云,35,28,东风转东风,<3级,27日（周四）,晴,36,27,东北风转东北风,<3级
南京,2026-08-24,晴转多云,34,25,东南风转东风,4-5级转3-4级,25日（明天）,多云转阴,34,25,东风转东风,3-4级,26日（后天）,晴转多云,34,25,东风转东风,3-4级,27日（周四）,小雨转多云,32,25,东北风转东北风,3-4级
重庆,2026-08-24,多云,38,27,西风转西风,<3级,25日（明天）,小雨转晴,37,28,西南风转西南风,<3级,26日（后天）,晴转多云,38,28,东北风转南风,<3级,27日（周四）,小雨,36,27,西北风转西南风,<3级
西安,2026-08-24,晴,34,26,无持续风向转无持续风向,<3级,25日（明天）,晴,36,26,无持续风向转无持续风向,<3级,26日（后天）,晴转多云,34,26,无持续风向转无持续风向,<3级,27日（周四）,小雨转中雨,33,25,无持续风向转无持续风向,<3级
