城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-08,多云转晴,31,21,南风转东南风,<3级,9日（明天）,晴,31,21,南风转南风,<3级,10日（后天）,多云转雷阵雨,31,24,南风转东南风,<3级,11日（周二）,雷阵雨,30,23,东风转东风,<3级
上海,2026-08-08,小雨转大雨,33,27,东北风转东北风,5-6级,9日（明天）,大雨转暴雨,29,26,东北风转东风,5-6级,10日（后天）,暴雨转中雨,28,26,东风转东南风,6-7级转5-6级,11日（周二）,小雨,29,26,东南风转东南风,5-6级转<3级
广州,2026-08-08,多云,37,28,无持续风向转无持续风向,<3级,9日（明天）,晴转多云,38,28,无持续风向转无持续风向,<3级,10日（后天）,多云,37,26,无持续风向转无持续风向,<3级,11日（周二）,多云,34,27,无持续风向转无持续风向,<3级
深圳,2026-08-08,多云,34,28,无持续风向转无持续风向,<3级,9日（明天）,多云,35,28,无持续风向转无持续风向,<3级,10日（后天）,多云,36,27,无持续风向转无持续风向,<3级,11日（周二）,雷阵雨,32,27,无持续风向转无持续风向,<3级
成都,2026-08-08,阵雨转多云,33,23,无持续风向转无持续风向,<3级,9日（明天）,阵雨转晴,33,24,无持续风向转无持续风向,<3级,10日（后天）,晴,35,24,无持续风向转无持续风向,<3级,11日（周二）,多云,34,25,无持续风向转无持续风向,<3级
杭州,2026-08-08,小雨转中雨,33,25,北风转北风,3-4级转5-6级,9日（明天）,中雨转大雨,27,24,东北风转东北风,4-5级,10日（后天）,大雨转小雨,30,26,东风转东南风,4-5级,11日（周二）,中雨转多云,32,26,东风转东南风,<3级
武汉,2026-08-08,晴,35,27,北风转北风,<3级转3-4级,9日（明天）,多云,34,26,北风转北风,3-4级,10日（后天）,阵雨,32,25,北风转北风,4-5级,11日（周二）,中雨,28,25,北风转东北风,3-4级转<3级
南京,2026-08-08,小雨转阴,34,26,东北风转东北风,4-5级,9日（明天）,小雨,31,25,东北风转东北风,4-5级转5-6级,10日（后天）,暴雨转中雨,27,26,东北风转东风,5-6级,11日（周二）,中雨转小雨,29,26,东风转东风,4-5级
重庆,2026-08-08,小雨,32,25,西北风转西南风,<3级,9日（明天）,小雨转多云,33,26,东北风转南风,<3级,10日（后天）,多云转晴,35,27,西北风转西南风,<3级,11日（周二）,晴,37,27,西北风转西南风,<3级
西安,2026-08-08,多云转晴,31,23,无持续风向转无持续风向,<3级,9日（明天）,小雨转晴,30,23,无持续风向转无持续风向,<3级,10日（后天）,晴,28,22,无持续风向转无持续风向,<3级,11日（周二）,晴转小雨,29,23,无持续风向转无持续风向,<3级
