城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-06,雷阵雨转多云,33,23,南风转南风,<3级,7日（明天）,雷阵雨转阴,31,22,东南风转东北风,<3级,8日（后天）,雷阵雨,31,22,西南风转东风,<3级,9日（周四）,阴转雷阵雨,32,24,东南风转东风,<3级
上海,2026-07-06,阴转多云,34,26,东北风转东风,<3级,7日（明天）,阴转小雨,34,27,东南风转南风,<3级,8日（后天）,小雨转阴,33,27,西南风转南风,<3级,9日（周四）,阴,33,26,东南风转东南风,<3级
广州,2026-07-06,中雨,30,25,无持续风向转无持续风向,<3级,7日（明天）,中雨转雷阵雨,30,25,无持续风向转无持续风向,<3级,8日（后天）,中雨转雷阵雨,30,25,无持续风向转无持续风向,<3级,9日（周四）,雷阵雨转多云,31,25,无持续风向转无持续风向,<3级
深圳,2026-07-06,中雨,31,26,南风转无持续风向,3-4级转<3级,7日（明天）,中雨转大雨,31,26,南风转无持续风向,3-4级转<3级,8日（后天）,大雨转多云,30,26,无持续风向转无持续风向,<3级,9日（周四）,多云,31,26,无持续风向转无持续风向,<3级
成都,2026-07-06,多云,36,26,无持续风向转无持续风向,<3级,7日（明天）,多云转晴,36,25,无持续风向转无持续风向,<3级,8日（后天）,多云,36,26,无持续风向转无持续风向,<3级,9日（周四）,多云转阵雨,36,25,无持续风向转无持续风向,<3级
杭州,2026-07-06,阵雨转多云,35,27,东南风转南风,<3级,7日（明天）,多云,36,28,西南风转西南风,<3级,8日（后天）,多云,35,27,东风转南风,<3级,9日（周四）,多云,37,26,东风转东南风,<3级
武汉,2026-07-06,小雨转暴雨,29,23,南风转西南风,<3级转4-5级,7日（明天）,小雨转多云,31,25,西南风转南风,4-5级转<3级,8日（后天）,阴转小雨,34,26,南风转南风,<3级,9日（周四）,小雨转阴,33,27,南风转东南风,<3级
南京,2026-07-06,阴,31,26,西南风转南风,4-5级转<3级,7日（明天）,小雨转中雨,32,25,南风转西南风,3-4级,8日（后天）,小雨,33,25,西南风转南风,3-4级转<3级,9日（周四）,阴,32,26,南风转东风,3-4级转<3级
重庆,2026-07-06,晴,37,27,东北风转东南风,<3级,7日（明天）,多云转晴,37,28,西北风转东风,<3级,8日（后天）,晴,37,28,东南风转东风,<3级,9日（周四）,晴,36,29,东风转东风,<3级
西安,2026-07-06,多云转晴,38,26,无持续风向转无持续风向,<3级,7日（明天）,晴,37,25,无持续风向转无持续风向,<3级,8日（后天）,晴转阴,39,26,无持续风向转无持续风向,<3级,9日（周四）,多云转阴,36,25,无持续风向转无持续风向,<3级
