城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-05,多云,35,25,南风转南风,<3级,6日（明天）,晴转多云,36,26,南风转南风,<3级,7日（后天）,雷阵雨转阴,34,23,东北风转北风,<3级,8日（周六）,多云转晴,30,19,东北风转东风,<3级
上海,2026-08-05,小雨转多云,35,27,东风转东北风,<3级,6日（明天）,小雨转多云,34,28,东北风转东北风,<3级,7日（后天）,阴,34,28,东北风转东北风,5-6级,8日（周六）,小雨,30,26,东北风转东北风,5-6级
广州,2026-08-05,多云转晴,33,25,无持续风向转无持续风向,<3级,6日（明天）,晴,36,26,无持续风向转无持续风向,<3级,7日（后天）,晴转多云,36,27,无持续风向转无持续风向,<3级,8日（周六）,多云,36,27,无持续风向转无持续风向,<3级
深圳,2026-08-05,多云,33,26,无持续风向转无持续风向,<3级,6日（明天）,晴,34,26,无持续风向转无持续风向,<3级,7日（后天）,多云,35,27,无持续风向转无持续风向,<3级,8日（周六）,多云,34,28,无持续风向转无持续风向,<3级
成都,2026-08-05,阵雨,33,22,无持续风向转无持续风向,<3级,6日（明天）,多云转阵雨,31,22,无持续风向转无持续风向,<3级,7日（后天）,阵雨转多云,32,22,无持续风向转无持续风向,<3级,8日（周六）,多云转阴,32,24,无持续风向转无持续风向,<3级
杭州,2026-08-05,阴转多云,36,26,北风转北风,<3级,6日（明天）,阴,35,27,北风转北风,<3级,7日（后天）,阴转小雨,35,27,北风转北风,<3级,8日（周六）,中雨转大雨,33,25,东北风转东北风,<3级
武汉,2026-08-05,阵雨转晴,36,27,西北风转东北风,<3级,6日（明天）,阵雨转晴,35,26,北风转北风,<3级,7日（后天）,晴,36,28,东北风转北风,<3级,8日（周六）,晴,35,28,东北风转北风,<3级
南京,2026-08-05,小雨转多云,35,27,东风转东北风,3-4级转<3级,6日（明天）,多云,35,27,东北风转东北风,3-4级,7日（后天）,多云,35,27,东北风转东北风,3-4级转4-5级,8日（周六）,小雨,31,27,东北风转东北风,4-5级
重庆,2026-08-05,多云,34,26,北风转东北风,<3级,6日（明天）,阴转小雨,34,25,北风转西南风,<3级,7日（后天）,阴转小雨,33,26,西南风转南风,<3级,8日（周六）,小雨,34,26,西北风转南风,<3级
西安,2026-08-05,中雨转阴,28,21,无持续风向转无持续风向,<3级,6日（明天）,多云转小雨,29,23,无持续风向转无持续风向,<3级,7日（后天）,多云,30,23,无持续风向转无持续风向,<3级,8日（周六）,多云转晴,31,25,无持续风向转无持续风向,<3级
