城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-17,晴转阴,31,21,南风转南风,<3级,18日（明天）,雷阵雨转晴,30,21,南风转东风,<3级,19日（后天）,多云,32,22,东南风转南风,<3级,20日（周一）,雷阵雨,32,22,南风转东风,<3级
上海,2026-07-17,阴,38,29,西风转南风,<3级,18日（明天）,小雨,34,27,西风转西风,<3级,19日（后天）,中雨转小雨,31,27,南风转南风,<3级,20日（周一）,中雨转小雨,32,26,西南风转西南风,<3级
广州,2026-07-17,雷阵雨转多云,31,25,无持续风向转无持续风向,<3级,18日（明天）,中雨转多云,33,26,无持续风向转无持续风向,<3级,19日（后天）,中雨转多云,32,26,无持续风向转无持续风向,<3级,20日（周一）,雷阵雨,32,26,无持续风向转无持续风向,<3级
深圳,2026-07-17,中雨转雷阵雨,29,25,无持续风向转无持续风向,<3级,18日（明天）,雷阵雨,30,26,无持续风向转无持续风向,<3级,19日（后天）,雷阵雨,31,26,无持续风向转无持续风向,<3级,20日（周一）,雷阵雨,31,26,无持续风向转无持续风向,<3级
成都,2026-07-17,阴,34,23,无持续风向转无持续风向,<3级,18日（明天）,阴转多云,33,23,无持续风向转无持续风向,<3级,19日（后天）,晴,38,24,无持续风向转无持续风向,<3级,20日（周一）,晴,38,24,无持续风向转无持续风向,<3级
杭州,2026-07-17,多云,38,28,西北风转西南风,<3级,18日（明天）,小雨,37,25,东南风转南风,<3级,19日（后天）,中雨转多云,32,25,北风转西南风,<3级,20日（周一）,中雨转小雨,33,25,西风转西南风,<3级
武汉,2026-07-17,阴转大雨,35,25,西南风转北风,3-4级转<3级,18日（明天）,小雨转阴,30,24,北风转北风,<3级,19日（后天）,阴转晴,30,24,西风转西风,<3级,20日（周一）,小雨,33,25,南风转南风,<3级
南京,2026-07-17,小雨转阴,35,27,西南风转西南风,3-4级转<3级,18日（明天）,阴转小雨,32,25,西北风转北风,3-4级转<3级,19日（后天）,中雨,28,24,东北风转东北风,<3级,20日（周一）,中雨转小雨,27,23,东北风转东北风,<3级
重庆,2026-07-17,小雨转大雨,36,29,西风转西南风,<3级,18日（明天）,小雨转阴,35,29,西北风转南风,<3级,19日（后天）,多云转晴,36,27,南风转东南风,<3级,20日（周一）,晴,38,28,东北风转东南风,<3级
西安,2026-07-17,多云转阴,31,23,无持续风向转无持续风向,<3级,18日（明天）,多云转晴,33,21,无持续风向转无持续风向,<3级,19日（后天）,晴,35,22,无持续风向转无持续风向,<3级,20日（周一）,晴,36,24,无持续风向转无持续风向,<3级
