城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-10,雷阵雨转晴,26,15,北风转北风,<3级,11日（明天）,晴,32,19,西南风转西南风,<3级,12日（后天）,阴转雷阵雨,32,21,南风转北风,<3级,13日（周六）,雷阵雨转多云,29,20,东北风转北风,<3级
上海,2026-06-10,多云,31,21,南风转南风,<3级,11日（明天）,阴,33,23,南风转南风,<3级,12日（后天）,阴,31,22,南风转东南风,<3级,13日（周六）,小雨,28,21,东南风转东风,<3级
广州,2026-06-10,阴转多云,32,24,无持续风向转无持续风向,<3级,11日（明天）,阴,33,24,无持续风向转无持续风向,<3级,12日（后天）,阴转中雨,29,24,无持续风向转无持续风向,<3级,13日（周六）,雷阵雨转中雨,29,25,无持续风向转无持续风向,<3级
深圳,2026-06-10,多云转阴,28,24,无持续风向转无持续风向,<3级,11日（明天）,雷阵雨转阴,29,24,无持续风向转无持续风向,<3级,12日（后天）,阴转大雨,27,24,东风转无持续风向,3-4级转<3级,13日（周六）,中雨转大雨,28,26,无持续风向转无持续风向,<3级
成都,2026-06-10,多云转阵雨,29,17,无持续风向转无持续风向,<3级,11日（明天）,多云转阵雨,28,18,无持续风向转无持续风向,<3级,12日（后天）,阴,28,18,无持续风向转无持续风向,<3级,13日（周六）,多云,30,19,无持续风向转无持续风向,<3级
杭州,2026-06-10,晴转多云,29,20,东风转西南风,<3级,11日（明天）,多云,32,21,东风转南风,<3级,12日（后天）,多云转小雨,33,24,东南风转东南风,<3级,13日（周六）,中雨转小雨,23,19,东风转西北风,<3级
武汉,2026-06-10,晴转多云,30,19,西风转东风,<3级,11日（明天）,多云,31,22,南风转东南风,<3级,12日（后天）,阴转阵雨,28,22,西南风转东南风,<3级,13日（周六）,小雨转晴,29,22,东南风转西南风,<3级
南京,2026-06-10,多云,32,20,西南风转南风,<3级,11日（明天）,多云,34,22,西南风转东南风,3-4级转<3级,12日（后天）,阴,35,24,南风转东南风,3-4级转<3级,13日（周六）,多云转阴,28,21,东南风转东风,3-4级
重庆,2026-06-10,多云转阴,27,20,北风转西北风,<3级,11日（明天）,多云转小雨,28,22,东北风转东北风,<3级,12日（后天）,小雨转阴,23,20,东北风转南风,<3级,13日（周六）,多云,29,20,北风转东风,<3级
西安,2026-06-10,多云,31,19,无持续风向转无持续风向,<3级,11日（明天）,阴,33,21,无持续风向转无持续风向,<3级,12日（后天）,阴转晴,32,20,无持续风向转无持续风向,<3级,13日（周六）,晴,33,21,无持续风向转无持续风向,<3级
