城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-01,晴,34,20,南风转西南风,3-4级转<3级,2日（明天）,多云转阴,34,22,南风转东风,<3级,3日（后天）,雷阵雨转晴,30,18,北风转东北风,<3级,4日（周四）,雷阵雨转多云,28,14,南风转北风,<3级
上海,2026-06-01,多云转阴,31,24,东北风转北风,<3级,2日（明天）,多云转阴,32,23,西风转东风,<3级,3日（后天）,小雨转大雨,33,23,西南风转西风,<3级,4日（周四）,小雨转阴,29,23,北风转东北风,<3级
广州,2026-06-01,雷阵雨,34,27,无持续风向转无持续风向,<3级,2日（明天）,雷阵雨转多云,35,27,无持续风向转无持续风向,<3级,3日（后天）,多云,35,27,无持续风向转无持续风向,<3级,4日（周四）,多云,35,27,无持续风向转无持续风向,<3级
深圳,2026-06-01,雷阵雨,32,26,无持续风向转无持续风向,<3级,2日（明天）,雷阵雨,32,27,无持续风向转无持续风向,<3级,3日（后天）,多云,33,27,无持续风向转无持续风向,<3级,4日（周四）,多云,33,27,无持续风向转无持续风向,<3级
成都,2026-06-01,多云,32,22,无持续风向转无持续风向,<3级,2日（明天）,多云转阵雨,31,22,无持续风向转无持续风向,<3级,3日（后天）,多云,35,21,无持续风向转无持续风向,<3级,4日（周四）,多云,33,21,无持续风向转无持续风向,<3级
杭州,2026-06-01,晴转多云,34,23,东风转南风,<3级,2日（明天）,小雨转晴,33,25,东北风转西南风,<3级,3日（后天）,小雨转中雨,34,22,南风转西北风,<3级,4日（周四）,中雨转晴,32,24,东北风转北风,<3级
武汉,2026-06-01,晴,31,21,西风转东南风,<3级,2日（明天）,晴转小雨,32,23,东南风转南风,<3级,3日（后天）,中雨,26,23,东风转北风,<3级,4日（周四）,多云转阴,33,24,东风转东风,<3级
南京,2026-06-01,阴转多云,32,20,东风转东风,<3级,2日（明天）,多云,33,23,东风转东南风,<3级,3日（后天）,小雨,32,21,西南风转西北风,<3级,4日（周四）,多云,34,24,西北风转东北风,<3级
重庆,2026-06-01,小雨转多云,29,21,西南风转东北风,<3级,2日（明天）,多云转小雨,33,24,东北风转西南风,<3级,3日（后天）,多云,31,23,西南风转东南风,<3级,4日（周四）,多云,33,25,北风转东北风,<3级
西安,2026-06-01,晴,33,19,无持续风向转无持续风向,<3级,2日（明天）,阴,33,22,无持续风向转无持续风向,<3级,3日（后天）,晴,35,21,无持续风向转无持续风向,<3级,4日（周四）,多云转阴,34,18,无持续风向转无持续风向,<3级
