城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-09-18,小雨转多云,27,18,东南风转东南风,<3级,19日（明天）,多云,27,20,南风转北风,<3级,20日（后天）,多云转晴,28,18,东北风转西南风,<3级,21日（周一）,晴转多云,30,17,西南风转南风,<3级
上海,2026-09-18,小雨转多云,30,23,东北风转东北风,<3级,19日（明天）,小雨转多云,29,23,东北风转东北风,<3级,20日（后天）,多云,30,23,北风转北风,<3级,21日（周一）,多云,30,23,东北风转北风,<3级
广州,2026-09-18,晴转多云,35,25,无持续风向转无持续风向,<3级,19日（明天）,多云转晴,34,25,无持续风向转无持续风向,<3级,20日（后天）,多云,33,24,无持续风向转无持续风向,<3级,21日（周一）,雷阵雨转中雨,32,23,无持续风向转无持续风向,<3级
深圳,2026-09-18,晴转多云,32,25,无持续风向转无持续风向,<3级,19日（明天）,晴,32,25,无持续风向转无持续风向,<3级,20日（后天）,多云转晴,32,25,无持续风向转无持续风向,<3级,21日（周一）,多云转雷阵雨,31,25,无持续风向转无持续风向,<3级
成都,2026-09-18,阵雨转阴,25,19,无持续风向转无持续风向,<3级,19日（明天）,阴,24,19,无持续风向转无持续风向,<3级,20日（后天）,多云转阴,25,20,无持续风向转无持续风向,<3级,21日（周一）,多云转阴,27,20,无持续风向转无持续风向,<3级
杭州,2026-09-18,多云,33,24,东北风转北风,<3级,19日（明天）,小雨,31,23,东北风转东北风,<3级,20日（后天）,晴,31,22,北风转北风,<3级,21日（周一）,晴,30,22,北风转北风,<3级
武汉,2026-09-18,阴转晴,23,19,北风转北风,<3级,19日（明天）,多云,27,21,北风转北风,<3级,20日（后天）,多云,30,23,西北风转北风,<3级,21日（周一）,多云,28,22,东北风转东北风,<3级
南京,2026-09-18,阴转多云,25,22,东北风转东北风,<3级,19日（明天）,阴转晴,29,20,东北风转东风,<3级,20日（后天）,晴,29,19,东北风转东北风,<3级,21日（周一）,晴,29,20,东北风转东风,<3级
重庆,2026-09-18,小雨转中雨,24,21,北风转北风,<3级,19日（明天）,小雨,27,22,东风转西北风,<3级,20日（后天）,小雨转中雨,28,24,西北风转北风,<3级,21日（周一）,小雨转中雨,27,23,西风转西南风,<3级
西安,2026-09-18,多云转晴,25,17,无持续风向转无持续风向,<3级,19日（明天）,小雨,22,19,无持续风向转无持续风向,<3级,20日（后天）,小雨转多云,21,19,无持续风向转无持续风向,<3级,21日（周一）,小雨转多云,23,19,无持续风向转无持续风向,<3级
