城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-25,雷阵雨转阴,31,24,南风转南风,<3级,26日（明天）,阴转多云,32,24,东南风转东南风,<3级,27日（后天）,多云,32,24,南风转南风,<3级,28日（周二）,多云转晴,33,25,南风转西南风,<3级
上海,2026-07-25,多云,36,29,东南风转南风,<3级,26日（明天）,阴,36,29,东南风转东南风,<3级,27日（后天）,阴,36,29,东南风转南风,<3级,28日（周二）,小雨转阴,35,29,东南风转东南风,<3级
广州,2026-07-25,雷阵雨转中雨,36,26,无持续风向转西风,<3级转3-4级,26日（明天）,大雨,29,26,无持续风向转无持续风向,<3级,27日（后天）,雷阵雨转多云,32,27,无持续风向转无持续风向,<3级,28日（周二）,大雨转雷阵雨,27,23,无持续风向转无持续风向,<3级
深圳,2026-07-25,雷阵雨转大雨,35,26,无持续风向转西南风,<3级转6-7级,26日（明天）,暴雨,29,26,西南风转无持续风向,3-4级转<3级,27日（后天）,中雨,32,25,无持续风向转无持续风向,<3级,28日（周二）,大雨转雷阵雨,28,24,东南风转无持续风向,3-4级转<3级
成都,2026-07-25,多云转晴,38,26,无持续风向转无持续风向,<3级,26日（明天）,雷阵雨转阵雨,37,23,无持续风向转无持续风向,<3级,27日（后天）,阵雨,29,22,无持续风向转无持续风向,<3级,28日（周二）,多云转阵雨,30,22,无持续风向转无持续风向,<3级
杭州,2026-07-25,晴,38,28,东南风转南风,<3级,26日（明天）,多云,38,28,东南风转南风,<3级,27日（后天）,多云,38,28,东南风转南风,<3级,28日（周二）,多云,36,28,东南风转南风,<3级
武汉,2026-07-25,多云,36,28,东南风转东风,<3级,26日（明天）,阴转小雨,36,26,东南风转东风,<3级,27日（后天）,小雨转阴,35,27,东南风转东南风,<3级,28日（周二）,小雨转阴,30,27,东南风转东南风,<3级
南京,2026-07-25,多云转阴,36,26,东南风转东南风,<3级转3-4级,26日（明天）,小雨转多云,35,27,东南风转东北风,<3级,27日（后天）,阴,35,26,东南风转东南风,3-4级,28日（周二）,阴,33,28,东南风转东南风,<3级
重庆,2026-07-25,晴,41,32,南风转南风,<3级,26日（明天）,晴转阴,41,32,东南风转东南风,<3级,27日（后天）,小雨,39,27,南风转南风,<3级,28日（周二）,多云,37,28,东南风转东南风,<3级
西安,2026-07-25,阴,35,26,无持续风向转无持续风向,<3级,26日（明天）,多云转小雨,35,24,东北风转无持续风向,3-4级转<3级,27日（后天）,多云转晴,35,26,无持续风向转无持续风向,<3级,28日（周二）,多云,35,25,东风转无持续风向,3-4级转<3级
