城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-15,晴,35,24,西南风转西南风,<3级,16日（明天）,晴转多云,34,23,南风转南风,<3级,17日（后天）,多云,33,22,西南风转南风,<3级,18日（周六）,雷阵雨转多云,31,22,南风转东北风,<3级
上海,2026-07-15,阴转多云,38,30,西南风转东南风,<3级,16日（明天）,阴转多云,37,29,西风转西南风,<3级,17日（后天）,小雨转阴,38,28,西风转西风,<3级,18日（周六）,小雨,35,27,西风转西南风,<3级
广州,2026-07-15,中雨,30,25,无持续风向转无持续风向,<3级,16日（明天）,雷阵雨,32,25,无持续风向转无持续风向,<3级,17日（后天）,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级,18日（周六）,雷阵雨,33,27,无持续风向转无持续风向,<3级
深圳,2026-07-15,中雨转大雨,30,25,西南风转无持续风向,3-4级转<3级,16日（明天）,中雨转雷阵雨,31,25,南风转无持续风向,3-4级转<3级,17日（后天）,雷阵雨,32,26,无持续风向转无持续风向,<3级,18日（周六）,雷阵雨,31,27,无持续风向转无持续风向,<3级
成都,2026-07-15,晴,39,27,无持续风向转无持续风向,<3级,16日（明天）,雷阵雨转阵雨,38,25,无持续风向转无持续风向,<3级,17日（后天）,多云转阵雨,33,24,无持续风向转无持续风向,<3级,18日（周六）,多云,34,24,无持续风向转无持续风向,<3级
杭州,2026-07-15,多云,38,29,南风转西南风,<3级,16日（明天）,多云,38,29,东南风转西南风,<3级,17日（后天）,小雨转多云,38,29,南风转西南风,<3级,18日（周六）,小雨转多云,37,27,东南风转西南风,<3级
武汉,2026-07-15,阴转多云,37,29,南风转东南风,<3级,16日（明天）,阴转多云,36,29,南风转南风,<3级,17日（后天）,小雨转中雨,35,26,西南风转北风,<3级,18日（周六）,小雨,31,26,西北风转西南风,<3级
南京,2026-07-15,多云,36,28,西南风转北风,5-6级转4-5级,16日（明天）,多云转阴,35,28,西南风转北风,<3级,17日（后天）,小雨,35,28,西南风转北风,<3级,18日（周六）,小雨转阴,32,25,西风转北风,<3级
重庆,2026-07-15,晴,40,32,西南风转东南风,<3级,16日（明天）,晴转多云,40,30,东南风转东南风,<3级,17日（后天）,小雨转中雨,34,26,西风转西南风,<3级,18日（周六）,小雨转阴,30,27,西北风转南风,<3级
西安,2026-07-15,多云,33,25,无持续风向转无持续风向,<3级,16日（明天）,中雨转大雨,35,24,无持续风向转无持续风向,<3级,17日（后天）,阴,32,24,无持续风向转无持续风向,<3级,18日（周六）,阴转晴,33,22,无持续风向转无持续风向,<3级
