城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-17,晴转多云,31,23,北风转东南风,<3级,18日（明天）,雷阵雨转多云,31,23,南风转东北风,<3级,19日（后天）,多云,32,23,南风转东南风,<3级,20日（周四）,多云,32,23,南风转东北风,<3级
上海,2026-08-17,多云转阴,32,26,东风转东风,<3级,18日（明天）,小雨,32,27,东风转东南风,<3级,19日（后天）,小雨,32,26,东风转东风,<3级,20日（周四）,小雨,30,26,东风转东南风,<3级
广州,2026-08-17,中雨,35,25,无持续风向转无持续风向,<3级,18日（明天）,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级,19日（后天）,雷阵雨转多云,35,26,无持续风向转无持续风向,<3级,20日（周四）,小雨转多云,32,26,无持续风向转无持续风向,<3级
深圳,2026-08-17,雷阵雨,34,26,无持续风向转无持续风向,<3级,18日（明天）,中雨转雷阵雨,33,26,无持续风向转无持续风向,<3级,19日（后天）,中雨转雷阵雨,34,27,无持续风向转无持续风向,<3级,20日（周四）,中雨转多云,32,25,东风转无持续风向,3-4级转<3级
成都,2026-08-17,中雨转阵雨,25,21,无持续风向转东北风,<3级转3-4级,18日（明天）,大雨转阵雨,25,21,无持续风向转无持续风向,<3级,19日（后天）,阵雨,28,22,无持续风向转无持续风向,<3级,20日（周四）,多云转小雨,30,22,无持续风向转无持续风向,<3级
杭州,2026-08-17,小雨转多云,33,26,东风转东风,<3级,18日（明天）,小雨转多云,34,25,东北风转东南风,<3级,19日（后天）,多云转阴,34,26,东风转东南风,<3级,20日（周四）,中雨转小雨,31,25,东风转东南风,<3级
武汉,2026-08-17,阴转多云,33,26,东北风转东北风,<3级,18日（明天）,阴转晴,34,26,东北风转东北风,<3级,19日（后天）,小雨转阴,35,26,东北风转东北风,<3级,20日（周四）,阴转多云,34,26,北风转北风,<3级
南京,2026-08-17,多云,32,24,东北风转东风,<3级,18日（明天）,多云,31,25,东风转东风,3-4级,19日（后天）,小雨转阴,32,24,东风转东风,3-4级,20日（周四）,小雨,28,25,东风转东风,3-4级
重庆,2026-08-17,多云,39,29,北风转西南风,<3级,18日（明天）,多云,38,28,北风转西风,<3级,19日（后天）,阴转小雨,35,26,西北风转北风,<3级,20日（周四）,小雨,34,26,西北风转北风,<3级
西安,2026-08-17,小雨,31,23,无持续风向转无持续风向,<3级,18日（明天）,小雨,27,22,无持续风向转无持续风向,<3级,19日（后天）,小雨转中雨,24,22,无持续风向转无持续风向,<3级,20日（周四）,小雨,29,23,无持续风向转无持续风向,<3级
