城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-20,雷阵雨,30,22,南风转北风,<3级,21日（明天）,阴转雷阵雨,30,24,西南风转西南风,<3级,22日（后天）,雷阵雨,29,22,东南风转东南风,<3级,23日（周四）,雷阵雨转多云,30,23,南风转南风,<3级
上海,2026-07-20,中雨转小雨,34,27,西南风转南风,<3级,21日（明天）,小雨转阴,32,27,西南风转南风,<3级,22日（后天）,小雨转多云,32,28,西南风转南风,<3级,23日（周四）,多云转晴,34,28,南风转东南风,<3级
广州,2026-07-20,中雨,32,26,无持续风向转无持续风向,<3级,21日（明天）,中雨,30,25,无持续风向转无持续风向,<3级,22日（后天）,雷阵雨转多云,33,25,无持续风向转无持续风向,<3级,23日（周四）,多云,34,26,无持续风向转无持续风向,<3级
深圳,2026-07-20,雷阵雨,31,24,无持续风向转无持续风向,<3级,21日（明天）,中雨转多云,30,27,无持续风向转无持续风向,<3级,22日（后天）,晴转多云,31,27,无持续风向转无持续风向,<3级,23日（周四）,多云,31,27,无持续风向转无持续风向,<3级
成都,2026-07-20,晴,38,23,无持续风向转无持续风向,<3级,21日（明天）,多云转晴,38,25,无持续风向转无持续风向,<3级,22日（后天）,多云转晴,39,25,无持续风向转无持续风向,<3级,23日（周四）,多云转小雨,36,23,无持续风向转无持续风向,<3级
杭州,2026-07-20,中雨转多云,35,26,南风转西南风,<3级,21日（明天）,中雨转多云,33,25,南风转西南风,<3级,22日（后天）,小雨转多云,34,27,东风转西南风,<3级,23日（周四）,小雨转多云,37,27,东风转南风,<3级
武汉,2026-07-20,多云转晴,34,25,北风转南风,<3级,21日（明天）,小雨,34,25,东风转东南风,<3级,22日（后天）,小雨转中雨,30,24,东南风转南风,<3级,23日（周四）,小雨转多云,33,24,西南风转南风,<3级
南京,2026-07-20,大雨转小雨,29,24,西南风转西南风,<3级,21日（明天）,小雨,29,25,西风转南风,<3级转3-4级,22日（后天）,大雨转小雨,30,25,南风转南风,<3级,23日（周四）,中雨转阴,32,25,南风转南风,<3级
重庆,2026-07-20,晴,38,28,东风转东风,<3级,21日（明天）,晴,39,28,东南风转东风,<3级,22日（后天）,晴,39,29,东南风转东风,<3级,23日（周四）,晴,41,29,东南风转东南风,<3级
西安,2026-07-20,晴,37,24,无持续风向转无持续风向,<3级,21日（明天）,小雨转晴,36,24,无持续风向转无持续风向,<3级,22日（后天）,晴转小雨,37,24,无持续风向转无持续风向,<3级,23日（周四）,多云转晴,36,24,无持续风向转无持续风向,<3级
