城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-02,雷阵雨,34,22,南风转东北风,<3级,3日（明天）,雷阵雨转多云,27,18,东北风转东北风,<3级,4日（后天）,雷阵雨转晴,27,15,西南风转北风,<3级,5日（周五）,多云转阴,26,14,南风转南风,<3级
上海,2026-06-02,多云转阴,33,23,西风转东风,<3级,3日（明天）,小雨转大雨,33,23,西南风转西风,<3级,4日（后天）,小雨转多云,30,22,北风转东北风,<3级,5日（周五）,多云,30,22,东北风转东北风,<3级
广州,2026-06-02,阵雨转晴,35,26,无持续风向转无持续风向,<3级,3日（明天）,晴,36,27,无持续风向转无持续风向,<3级,4日（后天）,多云转中雨,37,27,无持续风向转无持续风向,<3级,5日（周五）,多云转雷阵雨,35,26,无持续风向转无持续风向,<3级
深圳,2026-06-02,晴,33,27,南风转无持续风向,3-4级转<3级,3日（明天）,晴,33,27,无持续风向转无持续风向,<3级,4日（后天）,晴,34,27,无持续风向转无持续风向,<3级,5日（周五）,多云转雷阵雨,33,27,无持续风向转无持续风向,<3级
成都,2026-06-02,多云转阵雨,29,21,无持续风向转无持续风向,<3级,3日（明天）,晴转多云,34,22,无持续风向转无持续风向,<3级,4日（后天）,多云转阴,32,22,无持续风向转无持续风向,<3级,5日（周五）,多云,30,20,无持续风向转无持续风向,<3级
杭州,2026-06-02,小雨转多云,35,25,东北风转西南风,<3级,3日（明天）,中雨转大雨,33,22,南风转西南风,<3级,4日（后天）,小雨转多云,31,24,东风转东北风,<3级,5日（周五）,多云转小雨,30,21,东风转东风,<3级
武汉,2026-06-02,多云转小雨,32,24,西南风转南风,<3级,3日（明天）,小雨转多云,26,23,南风转西风,<3级,4日（后天）,小雨转阴,34,24,北风转东风,<3级,5日（周五）,阴,34,25,东风转东风,<3级
南京,2026-06-02,多云,33,23,西风转东南风,<3级,3日（明天）,阴转多云,34,23,西南风转西南风,3-4级转<3级,4日（后天）,多云,34,22,北风转东北风,3-4级,5日（周五）,阴转晴,32,20,东风转东风,3-4级
重庆,2026-06-02,阵雨转小雨,27,20,北风转西南风,<3级,3日（明天）,多云,30,22,南风转东风,<3级,4日（后天）,多云转晴,33,24,北风转西北风,<3级,5日（周五）,多云转阴,32,24,北风转东南风,<3级
西安,2026-06-02,阴,33,22,无持续风向转无持续风向,<3级,3日（明天）,晴,37,20,无持续风向转无持续风向,<3级,4日（后天）,阴,35,22,无持续风向转无持续风向,<3级,5日（周五）,阴转晴,30,20,无持续风向转无持续风向,<3级
