城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-08,雷阵雨,27,16,南风转北风,<3级,9日（明天）,雷阵雨转多云,25,16,北风转西风,<3级,10日（后天）,多云转晴,24,15,北风转西风,<3级,11日（周四）,晴,31,18,东南风转南风,<3级
上海,2026-06-08,阴,26,21,北风转东北风,<3级,9日（明天）,阴,26,20,东北风转西风,<3级,10日（后天）,阴,30,22,南风转西风,<3级,11日（周四）,阴,32,23,东南风转南风,<3级
广州,2026-06-08,大雨,31,24,无持续风向转无持续风向,<3级,9日（明天）,中雨转阴,28,23,无持续风向转无持续风向,<3级,10日（后天）,阴转多云,31,23,无持续风向转无持续风向,<3级,11日（周四）,大雨转多云,31,23,无持续风向转无持续风向,<3级
深圳,2026-06-08,暴雨转大雨,31,25,无持续风向转无持续风向,<3级,9日（明天）,大雨转雷阵雨,28,23,无持续风向转无持续风向,<3级,10日（后天）,雷阵雨,29,24,无持续风向转无持续风向,<3级,11日（周四）,大雨转雷阵雨,28,22,无持续风向转无持续风向,<3级
成都,2026-06-08,多云,24,16,无持续风向转无持续风向,<3级,9日（明天）,多云转阴,27,17,无持续风向转无持续风向,<3级,10日（后天）,多云转阴,28,19,无持续风向转无持续风向,<3级,11日（周四）,多云转小雨,28,18,无持续风向转无持续风向,<3级
杭州,2026-06-08,多云转小雨,25,18,东北风转北风,<3级,9日（明天）,多云,25,19,东南风转西南风,<3级,10日（后天）,晴转多云,30,21,东南风转西北风,<3级,11日（周四）,多云,32,22,东风转南风,<3级
武汉,2026-06-08,小雨转阴,22,17,北风转北风,<3级,9日（明天）,多云,27,17,南风转西风,<3级,10日（后天）,多云,30,20,北风转东北风,<3级,11日（周四）,阴,32,22,南风转东南风,<3级
南京,2026-06-08,阴转多云,24,19,东北风转东风,<3级,9日（明天）,晴转多云,29,19,东风转西风,<3级,10日（后天）,晴转多云,33,21,北风转东南风,3-4级转<3级,11日（周四）,阴,34,24,西南风转南风,<3级
重庆,2026-06-08,小雨转阴,20,17,西南风转东南风,<3级,9日（明天）,多云转阴,24,19,西风转南风,<3级,10日（后天）,多云,26,20,东北风转西南风,<3级,11日（周四）,阴转小雨,27,22,西南风转东风,<3级
西安,2026-06-08,多云,28,16,无持续风向转无持续风向,<3级,9日（明天）,多云转阴,30,19,无持续风向转无持续风向,<3级,10日（后天）,多云,31,18,无持续风向转无持续风向,<3级,11日（周四）,多云转阴,32,20,无持续风向转无持续风向,<3级
