城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-10,大雨转暴雨,28,24,东风转东南风,<3级,11日（明天）,中雨转大雨,30,24,南风转东南风,<3级,12日（后天）,雷阵雨,32,24,东北风转北风,<3级,13日（周一）,中雨转雷阵雨,27,21,东北风转东北风,<3级
上海,2026-07-10,阴,33,27,东南风转东风,3-4级,11日（明天）,小雨,32,27,东风转东风,4-5级转5-6级,12日（后天）,小雨,30,28,东南风转南风,5-6级转4-5级,13日（周一）,小雨转阴,32,27,东南风转南风,4-5级转3-4级
广州,2026-07-10,多云,35,26,无持续风向转无持续风向,<3级,11日（明天）,晴转多云,38,28,无持续风向转无持续风向,<3级,12日（后天）,多云,36,27,无持续风向转无持续风向,<3级,13日（周一）,中雨转雷阵雨,32,26,无持续风向转无持续风向,<3级
深圳,2026-07-10,阵雨转多云,33,26,无持续风向转无持续风向,<3级,11日（明天）,晴转多云,34,28,无持续风向转无持续风向,<3级,12日（后天）,多云转雷阵雨,34,27,西南风转无持续风向,3-4级转<3级,13日（周一）,中雨转雷阵雨,31,26,无持续风向转无持续风向,<3级
成都,2026-07-10,阴转阵雨,35,25,无持续风向转无持续风向,<3级,11日（明天）,雷阵雨转阵雨,34,24,无持续风向转无持续风向,<3级,12日（后天）,晴,35,25,无持续风向转无持续风向,<3级,13日（周一）,多云,37,27,无持续风向转无持续风向,<3级
杭州,2026-07-10,晴转小雨,36,27,东风转东风,3-4级转<3级,11日（明天）,中雨,33,26,东北风转东北风,<3级转4-5级,12日（后天）,大雨转多云,36,27,东南风转东南风,<3级转3-4级,13日（周一）,多云,36,27,南风转南风,<3级
武汉,2026-07-10,阴转晴,36,27,南风转东南风,<3级,11日（明天）,晴,37,27,北风转北风,<3级转3-4级,12日（后天）,小雨转中雨,32,28,北风转西北风,3-4级,13日（周一）,暴雨转小雨,30,27,西风转西南风,<3级
南京,2026-07-10,晴转多云,34,25,东南风转东南风,3-4级,11日（明天）,晴转阴,33,28,东风转东风,4-5级转6-7级,12日（后天）,小雨,33,27,东风转东南风,6-7级,13日（周一）,阴,33,28,南风转南风,6-7级转3-4级
重庆,2026-07-10,晴,39,29,东南风转东南风,<3级,11日（明天）,多云转阴,38,27,东南风转北风,<3级,12日（后天）,阴转多云,35,28,西风转西南风,<3级,13日（周一）,晴,37,30,东南风转东风,<3级
西安,2026-07-10,小雨转多云,38,27,无持续风向转无持续风向,<3级,11日（明天）,小雨转中雨,37,24,无持续风向转无持续风向,<3级,12日（后天）,暴雨转多云,31,24,无持续风向转无持续风向,<3级,13日（周一）,晴,34,24,无持续风向转无持续风向,<3级
