城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-05-29,晴,32,17,西南风转西南风,<3级,30日（明天）,晴,33,21,西南风转西南风,<3级转3-4级,31日（后天）,多云,32,20,西南风转东北风,<3级,1日（周一）,多云,34,20,南风转西南风,<3级
上海,2026-05-29,多云,29,19,东北风转北风,<3级,30日（明天）,阴转晴,30,19,东北风转东风,<3级,31日（后天）,晴,30,21,东南风转东风,<3级,1日（周一）,多云,31,23,东风转东风,<3级
广州,2026-05-29,雷阵雨,36,26,无持续风向转无持续风向,<3级,30日（明天）,雷阵雨,33,24,无持续风向转无持续风向,<3级,31日（后天）,雷阵雨转多云,30,25,无持续风向转无持续风向,<3级,1日（周一）,多云,34,26,无持续风向转无持续风向,<3级
深圳,2026-05-29,晴转中雨,34,25,无持续风向转无持续风向,<3级,30日（明天）,雷阵雨,33,26,无持续风向转无持续风向,<3级,31日（后天）,雷阵雨转多云,30,26,无持续风向转无持续风向,<3级,1日（周一）,多云,32,26,无持续风向转无持续风向,<3级
成都,2026-05-29,多云转阴,28,19,无持续风向转无持续风向,<3级,30日（明天）,多云,31,19,无持续风向转无持续风向,<3级,31日（后天）,多云转阴,30,21,无持续风向转无持续风向,<3级,1日（周一）,多云,31,21,无持续风向转无持续风向,<3级
杭州,2026-05-29,多云转晴,28,20,东风转东北风,<3级,30日（明天）,晴,29,19,东风转东南风,<3级,31日（后天）,晴,32,19,东风转西南风,<3级,1日（周一）,晴转小雨,31,21,东风转西南风,<3级
武汉,2026-05-29,阴转多云,28,21,北风转北风,<3级,30日（明天）,晴,30,19,北风转北风,<3级,31日（后天）,晴,31,21,南风转东风,<3级,1日（周一）,晴,33,22,东北风转东风,<3级
南京,2026-05-29,多云,28,17,东北风转东风,<3级,30日（明天）,晴,28,16,东风转东南风,<3级转3-4级,31日（后天）,晴,30,17,东南风转东风,3-4级,1日（周一）,晴转多云,30,19,东风转东风,<3级
重庆,2026-05-29,多云转晴,26,20,西北风转北风,<3级,30日（明天）,晴转多云,29,20,东北风转东风,<3级,31日（后天）,晴转小雨,32,22,北风转西北风,<3级,1日（周一）,小雨转阴,30,24,西风转西南风,<3级
西安,2026-05-29,多云转晴,24,14,无持续风向转无持续风向,<3级,30日（明天）,多云,28,17,无持续风向转无持续风向,<3级,31日（后天）,阴转多云,26,18,无持续风向转无持续风向,<3级,1日（周一）,多云转晴,25,18,无持续风向转无持续风向,<3级
