城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-30,雷阵雨转多云,33,25,南风转南风,<3级,31日（明天）,雷阵雨转阴,31,24,南风转南风,<3级,1日（后天）,雷阵雨转阴,31,25,南风转东南风,<3级,2日（周日）,雷阵雨,31,25,南风转东南风,<3级
上海,2026-07-30,多云转晴,38,29,南风转南风,<3级,31日（明天）,阴转晴,38,29,东南风转东南风,<3级,1日（后天）,多云转晴,38,30,东南风转东南风,<3级,2日（周日）,阴,38,29,东风转东风,<3级
广州,2026-07-30,雷阵雨转多云,31,26,无持续风向转无持续风向,<3级,31日（明天）,雷阵雨,30,23,无持续风向转无持续风向,<3级,1日（后天）,雷阵雨转中雨,29,24,无持续风向转无持续风向,<3级,2日（周日）,大雨,30,24,东南风转无持续风向,3-4级转<3级
深圳,2026-07-30,雷阵雨,30,25,无持续风向转无持续风向,<3级,31日（明天）,雷阵雨转中雨,29,24,东风转无持续风向,3-4级转<3级,1日（后天）,中雨转大雨,27,24,无持续风向转东风,<3级转3-4级,2日（周日）,暴雨转中雨,29,24,东南风转东南风,3-4级
成都,2026-07-30,大雨,27,22,无持续风向转无持续风向,<3级,31日（明天）,中雨转暴雨,27,22,无持续风向转无持续风向,<3级,1日（后天）,阵雨转大雨,25,22,无持续风向转无持续风向,<3级,2日（周日）,小雨,25,21,无持续风向转无持续风向,<3级
杭州,2026-07-30,晴,39,27,西风转西南风,<3级,31日（明天）,小雨转晴,38,28,南风转西南风,<3级,1日（后天）,小雨转多云,40,28,东南风转西南风,<3级,2日（周日）,小雨转多云,39,29,东风转西北风,<3级
武汉,2026-07-30,多云,34,26,南风转南风,3-4级转<3级,31日（明天）,多云,34,26,南风转东南风,<3级,1日（后天）,多云,35,27,南风转东南风,<3级,2日（周日）,阵雨,35,26,东南风转东南风,<3级
南京,2026-07-30,多云,36,27,西南风转南风,3-4级转<3级,31日（明天）,晴,36,27,南风转南风,<3级,1日（后天）,多云转晴,36,26,西南风转南风,<3级,2日（周日）,晴,36,27,东南风转东风,<3级
重庆,2026-07-30,晴转多云,39,31,南风转东南风,<3级,31日（明天）,多云转小雨,39,31,南风转东风,<3级,1日（后天）,小雨,38,28,东南风转东南风,<3级,2日（周日）,小雨转中雨,38,28,东南风转北风,<3级
西安,2026-07-30,小雨,35,25,无持续风向转无持续风向,<3级,31日（明天）,中雨,34,24,无持续风向转无持续风向,<3级,1日（后天）,小雨,34,24,无持续风向转无持续风向,<3级,2日（周日）,中雨转小雨,33,24,无持续风向转无持续风向,<3级
