城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-21,阴转雷阵雨,32,24,南风转东南风,<3级,22日（明天）,雷阵雨,32,25,南风转东南风,<3级,23日（后天）,雷阵雨,32,24,东南风转北风,<3级,24日（周一）,雷阵雨转晴,31,23,东北风转北风,<3级
上海,2026-08-21,多云转小雨,31,26,东风转东南风,<3级,22日（明天）,小雨,31,26,东南风转东风,<3级,23日（后天）,小雨,31,27,东南风转东南风,5-6级转<3级,24日（周一）,小雨,33,27,东南风转东南风,5-6级转<3级
广州,2026-08-21,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级,22日（明天）,中雨转雷阵雨,33,26,无持续风向转无持续风向,<3级,23日（后天）,中雨,33,26,无持续风向转无持续风向,<3级,24日（周一）,雷阵雨,32,25,无持续风向转无持续风向,<3级
深圳,2026-08-21,中雨转雷阵雨,31,26,无持续风向转无持续风向,<3级,22日（明天）,大雨转中雨,31,26,无持续风向转无持续风向,<3级,23日（后天）,中雨转大雨,30,26,无持续风向转无持续风向,<3级,24日（周一）,中雨,32,26,无持续风向转无持续风向,<3级
成都,2026-08-21,多云转阵雨,31,23,无持续风向转无持续风向,<3级,22日（明天）,阵雨,32,24,无持续风向转无持续风向,<3级,23日（后天）,阵雨转多云,33,25,无持续风向转无持续风向,<3级,24日（周一）,阵雨转多云,33,25,无持续风向转无持续风向,<3级
杭州,2026-08-21,小雨转阴,31,25,东北风转东北风,<3级,22日（明天）,小雨,32,25,东风转东风,<3级,23日（后天）,小雨转多云,33,26,东风转东南风,<3级,24日（周一）,晴,35,27,东南风转东南风,<3级
武汉,2026-08-21,阴转晴,36,26,东北风转东北风,<3级,22日（明天）,阴转晴,36,26,北风转东北风,<3级,23日（后天）,小雨转多云,35,27,东北风转东北风,<3级,24日（周一）,小雨,34,27,东北风转东风,<3级
南京,2026-08-21,中雨转小雨,31,25,东风转东北风,4-5级转<3级,22日（明天）,小雨转阴,31,26,东风转东风,3-4级,23日（后天）,小雨转阴,31,27,东风转东风,3-4级,24日（周一）,晴转多云,33,26,东南风转东南风,4-5级转3-4级
重庆,2026-08-21,多云,34,27,北风转西南风,<3级,22日（明天）,多云转晴,35,26,西风转西风,<3级,23日（后天）,多云转晴,34,26,北风转西北风,<3级,24日（周一）,小雨转中雨,35,26,西南风转东南风,<3级
西安,2026-08-21,晴,31,24,无持续风向转无持续风向,<3级,22日（明天）,晴,34,25,无持续风向转无持续风向,<3级,23日（后天）,阴,33,26,无持续风向转无持续风向,<3级,24日（周一）,小雨转晴,32,24,无持续风向转无持续风向,<3级
