城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-17,晴转多云,31,21,北风转南风,<3级,18日（明天）,多云转阴,31,23,南风转东南风,<3级,19日（后天）,雷阵雨,31,21,东风转北风,<3级转3-4级,20日（周六）,晴,30,16,西北风转北风,<3级
上海,2026-06-17,阴,31,23,东南风转东北风,<3级,18日（明天）,小雨转中雨,31,23,东北风转东北风,<3级,19日（后天）,大雨转中雨,27,23,东风转西北风,<3级,20日（周六）,阴,28,24,东北风转东风,<3级
广州,2026-06-17,中雨,29,24,无持续风向转无持续风向,<3级,18日（明天）,大雨转雷阵雨,30,24,无持续风向转无持续风向,<3级,19日（后天）,雷阵雨,30,25,无持续风向转无持续风向,<3级,20日（周六）,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级
深圳,2026-06-17,大雨,27,25,无持续风向转无持续风向,<3级,18日（明天）,大雨转雷阵雨,29,25,无持续风向转无持续风向,<3级,19日（后天）,雷阵雨,31,27,南风转无持续风向,3-4级转<3级,20日（周六）,多云,32,27,西南风转无持续风向,3-4级转<3级
成都,2026-06-17,阵雨,25,20,无持续风向转无持续风向,<3级,18日（明天）,多云转晴,29,21,无持续风向转无持续风向,<3级,19日（后天）,多云,32,23,无持续风向转无持续风向,<3级,20日（周六）,阵雨转小雨,32,21,无持续风向转无持续风向,<3级
杭州,2026-06-17,小雨转多云,32,24,西风转西风,<3级,18日（明天）,小雨,33,24,西北风转南风,<3级,19日（后天）,小雨转中雨,27,23,南风转西南风,<3级,20日（周六）,大雨转中雨,28,23,西北风转东风,<3级
武汉,2026-06-17,多云,32,25,东南风转东北风,<3级,18日（明天）,中雨转大雨,31,23,东风转南风,<3级转3-4级,19日（后天）,中雨转小雨,29,24,西南风转南风,3-4级转<3级,20日（周六）,中雨转小雨,32,25,东南风转东南风,<3级
南京,2026-06-17,阴,30,23,东北风转东风,<3级,18日（明天）,小雨转中雨,28,24,东风转东风,<3级,19日（后天）,大雨转小雨,25,22,南风转西风,3-4级,20日（周六）,多云转阴,28,22,北风转东南风,<3级
重庆,2026-06-17,中雨转暴雨,27,23,东北风转东北风,<3级,18日（明天）,小雨转晴,29,23,西风转西南风,<3级,19日（后天）,多云,32,25,北风转西南风,<3级,20日（周六）,小雨,34,24,北风转西风,<3级
西安,2026-06-17,小雨,30,21,无持续风向转无持续风向,<3级,18日（明天）,小雨转晴,27,20,无持续风向转无持续风向,<3级,19日（后天）,晴,30,22,无持续风向转无持续风向,<3级,20日（周六）,阴,33,21,无持续风向转无持续风向,<3级
