城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-21,多云,29,17,南风转南风,<3级,22日（明天）,多云,30,20,南风转南风,<3级,23日（后天）,雷阵雨转阴,29,19,东南风转东南风,<3级,24日（周三）,多云,31,21,西北风转东北风,<3级
上海,2026-06-21,小雨转中雨,27,22,东风转东风,<3级转3-4级,22日（明天）,大雨转小雨,24,21,东北风转东北风,3-4级,23日（后天）,大雨,24,22,东风转东北风,3-4级,24日（周三）,小雨,26,23,东北风转东北风,3-4级转<3级
广州,2026-06-21,晴转多云,34,27,无持续风向转无持续风向,<3级,22日（明天）,多云,35,27,无持续风向转无持续风向,<3级,23日（后天）,晴转多云,35,27,无持续风向转无持续风向,<3级,24日（周三）,多云转雷阵雨,35,26,无持续风向转无持续风向,<3级
深圳,2026-06-21,晴转多云,32,27,无持续风向转无持续风向,<3级,22日（明天）,晴转多云,33,27,无持续风向转无持续风向,<3级,23日（后天）,多云,34,28,无持续风向转无持续风向,<3级,24日（周三）,多云,34,27,无持续风向转无持续风向,<3级
成都,2026-06-21,阵雨,24,20,无持续风向转无持续风向,<3级,22日（明天）,阵雨转多云,29,21,无持续风向转无持续风向,<3级,23日（后天）,阵雨,28,21,无持续风向转无持续风向,<3级,24日（周三）,多云转阴,29,21,无持续风向转无持续风向,<3级
杭州,2026-06-21,中雨转多云,28,23,东风转西风,<3级,22日（明天）,中雨转小雨,30,21,西北风转东北风,<3级,23日（后天）,大雨转小雨,24,21,东北风转东北风,<3级,24日（周三）,中雨转小雨,25,21,东北风转东北风,<3级
武汉,2026-06-21,大雨转中雨,27,23,东南风转东北风,<3级,22日（明天）,中雨,24,23,北风转东北风,<3级,23日（后天）,小雨转阴,24,22,东北风转东北风,<3级,24日（周三）,阴,27,23,东北风转东北风,<3级
南京,2026-06-21,小雨转大雨,28,22,东风转东风,<3级转3-4级,22日（明天）,中雨转小雨,24,20,东北风转东风,3-4级,23日（后天）,阴,25,20,东风转东北风,3-4级转<3级,24日（周三）,多云转阴,26,19,东北风转东北风,<3级
重庆,2026-06-21,中雨,30,24,西北风转西北风,<3级,22日（明天）,中雨转阴,30,24,西风转西南风,<3级,23日（后天）,小雨,30,25,东风转东北风,<3级,24日（周三）,小雨,30,25,东南风转西北风,<3级
西安,2026-06-21,中雨转小雨,23,19,无持续风向转无持续风向,<3级,22日（明天）,小雨转阴,28,21,无持续风向转无持续风向,<3级,23日（后天）,阴,28,21,无持续风向转无持续风向,<3级,24日（周三）,阴,27,20,无持续风向转无持续风向,<3级
