城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-23,雷阵雨,28,20,北风转东北风,<3级,24日（明天）,雷阵雨转多云,30,21,南风转北风,<3级,25日（后天）,晴转多云,34,21,北风转南风,<3级,26日（周五）,多云,33,22,南风转南风,<3级
上海,2026-06-23,小雨,23,22,东北风转北风,<3级,24日（明天）,小雨转晴,26,22,北风转东北风,<3级,25日（后天）,晴,27,21,东北风转北风,<3级,26日（周五）,阴,28,22,东北风转东北风,<3级
广州,2026-06-23,多云,35,29,无持续风向转无持续风向,<3级,24日（明天）,雷阵雨,35,27,无持续风向转无持续风向,<3级,25日（后天）,雷阵雨,33,27,无持续风向转无持续风向,<3级,26日（周五）,雷阵雨,33,25,无持续风向转无持续风向,<3级
深圳,2026-06-23,晴转阴,33,28,无持续风向转无持续风向,<3级,24日（明天）,多云,34,28,无持续风向转无持续风向,<3级,25日（后天）,雷阵雨转多云,33,28,无持续风向转无持续风向,<3级,26日（周五）,雷阵雨,31,26,无持续风向转无持续风向,<3级
成都,2026-06-23,阵雨转阴,28,21,无持续风向转无持续风向,<3级,24日（明天）,多云转阴,27,21,无持续风向转无持续风向,<3级,25日（后天）,阵雨,25,20,无持续风向转无持续风向,<3级,26日（周五）,多云,29,21,无持续风向转无持续风向,<3级
杭州,2026-06-23,小雨转大雨,26,20,东北风转东北风,<3级,24日（明天）,中雨转小雨,25,21,北风转东北风,<3级,25日（后天）,多云转晴,28,21,东风转北风,<3级,26日（周五）,多云,29,21,东风转南风,<3级
武汉,2026-06-23,小雨转阴,23,21,北风转北风,<3级,24日（明天）,小雨转多云,26,21,东北风转东北风,<3级,25日（后天）,阴转多云,28,23,北风转东北风,<3级,26日（周五）,阴转多云,30,24,东北风转北风,<3级
南京,2026-06-23,小雨,24,19,东北风转东北风,3-4级,24日（明天）,阴转多云,25,19,东北风转东北风,3-4级转<3级,25日（后天）,多云转阴,29,20,东北风转东北风,<3级,26日（周五）,阴转晴,28,20,北风转东北风,<3级
重庆,2026-06-23,小雨,26,23,西南风转西北风,<3级,24日（明天）,小雨,26,23,南风转西南风,<3级,25日（后天）,小雨,26,22,西风转西北风,<3级,26日（周五）,中雨转小雨,24,22,西北风转西南风,<3级
西安,2026-06-23,阴转小雨,29,20,无持续风向转无持续风向,<3级,24日（明天）,阴,27,21,无持续风向转无持续风向,<3级,25日（后天）,阴,24,20,无持续风向转无持续风向,<3级,26日（周五）,晴,30,17,无持续风向转无持续风向,<3级
