城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-09,多云转晴,31,21,南风转南风,<3级,10日（明天）,多云转雷阵雨,33,25,南风转南风,<3级,11日（后天）,雷阵雨转中雨,32,23,南风转东风,<3级,12日（周三）,中雨转大雨,29,22,西北风转北风,<3级
上海,2026-08-09,暴雨,28,26,东北风转东风,6-7级,10日（明天）,暴雨转小雨,28,26,东风转东南风,6-7级转5-6级,11日（后天）,小雨,30,26,东南风转东南风,5-6级转<3级,12日（周三）,中雨转小雨,30,26,东南风转东南风,<3级
广州,2026-08-09,晴,37,27,北风转无持续风向,3-4级转<3级,10日（明天）,多云,36,26,无持续风向转无持续风向,<3级,11日（后天）,晴转多云,38,27,无持续风向转无持续风向,<3级,12日（周三）,多云转雷阵雨,34,27,无持续风向转无持续风向,<3级
深圳,2026-08-09,多云,35,28,无持续风向转无持续风向,<3级,10日（明天）,多云,35,28,无持续风向转无持续风向,<3级,11日（后天）,雷阵雨,36,28,无持续风向转无持续风向,<3级,12日（周三）,雷阵雨,33,27,无持续风向转无持续风向,<3级
成都,2026-08-09,晴转阵雨,33,24,无持续风向转无持续风向,<3级,10日（明天）,晴,35,24,无持续风向转无持续风向,<3级,11日（后天）,雷阵雨转晴,35,25,无持续风向转无持续风向,<3级,12日（周三）,多云,36,25,无持续风向转无持续风向,<3级
杭州,2026-08-09,大雨转暴雨,27,24,东北风转东北风,4-5级,10日（明天）,大雨转小雨,30,26,东风转东南风,4-5级,11日（后天）,小雨转多云,32,26,东风转东南风,<3级,12日（周三）,中雨转多云,33,26,东风转西南风,<3级
武汉,2026-08-09,晴,33,25,北风转北风,3-4级,10日（明天）,小雨转大雨,30,25,北风转北风,4-5级,11日（后天）,小雨,29,25,东南风转南风,<3级,12日（周三）,小雨,29,25,西南风转南风,<3级
南京,2026-08-09,中雨,29,25,东北风转东北风,6-7级转7-8级,10日（明天）,暴雨转大雨,26,25,东北风转东风,7-8级转4-5级,11日（后天）,中雨转小雨,30,26,东风转东风,4-5级转3-4级,12日（周三）,小雨转阴,30,26,东风转东风,3-4级转<3级
重庆,2026-08-09,小雨,33,26,东北风转西南风,<3级,10日（明天）,多云转晴,35,27,东北风转西南风,<3级,11日（后天）,多云转晴,36,28,西北风转西南风,<3级,12日（周三）,晴,38,28,西北风转西北风,<3级
西安,2026-08-09,晴,30,23,无持续风向转无持续风向,<3级,10日（明天）,晴,29,22,无持续风向转无持续风向,<3级,11日（后天）,阴转小雨,28,23,无持续风向转无持续风向,<3级,12日（周三）,中雨转小雨,30,22,无持续风向转无持续风向,<3级
