城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-10,多云转阴,33,24,南风转南风,<3级,11日（明天）,雷阵雨,32,23,南风转北风,<3级,12日（后天）,大雨,27,21,东北风转北风,<3级,13日（周四）,大雨转中雨,27,19,东北风转北风,<3级
上海,2026-08-10,暴雨转小雨,28,26,东风转东南风,6-7级转5-6级,11日（明天）,小雨,30,26,东南风转东南风,5-6级转<3级,12日（后天）,小雨,30,27,东南风转东南风,<3级,13日（周四）,小雨转阴,30,26,东南风转东南风,<3级
广州,2026-08-10,多云,36,27,无持续风向转无持续风向,<3级,11日（明天）,多云,37,27,无持续风向转无持续风向,<3级,12日（后天）,雷阵雨,37,27,无持续风向转无持续风向,<3级,13日（周四）,小雨,35,26,无持续风向转无持续风向,<3级
深圳,2026-08-10,多云转晴,35,28,无持续风向转无持续风向,<3级,11日（明天）,多云,36,28,无持续风向转无持续风向,<3级,12日（后天）,雷阵雨转多云,35,27,无持续风向转无持续风向,<3级,13日（周四）,多云转小雨,33,27,无持续风向转无持续风向,<3级
成都,2026-08-10,晴,34,24,无持续风向转无持续风向,<3级,11日（明天）,晴转多云,35,25,无持续风向转无持续风向,<3级,12日（后天）,晴转多云,37,26,无持续风向转无持续风向,<3级,13日（周四）,晴转多云,36,24,无持续风向转无持续风向,<3级
杭州,2026-08-10,中雨,30,25,东风转东风,<3级,11日（明天）,中雨转小雨,31,25,东风转东南风,<3级,12日（后天）,中雨转阴,30,24,东北风转东南风,<3级,13日（周四）,小雨,31,24,东北风转东南风,<3级
武汉,2026-08-10,小雨转中雨,28,25,北风转北风,4-5级,11日（明天）,小雨,30,25,南风转南风,<3级,12日（后天）,小雨,31,26,南风转东风,<3级,13日（周四）,中雨转小雨,28,22,西北风转西北风,<3级
南京,2026-08-10,暴雨,27,25,东风转东风,5-6级,11日（明天）,中雨转小雨,29,26,东风转东风,4-5级,12日（后天）,小雨,30,25,东风转东风,3-4级,13日（周四）,小雨,30,25,东风转东风,3-4级
重庆,2026-08-10,多云转晴,34,27,东北风转西南风,<3级,11日（明天）,多云,36,28,西北风转西南风,<3级,12日（后天）,晴,37,28,西北风转西北风,<3级,13日（周四）,晴,39,26,北风转西南风,<3级
西安,2026-08-10,晴转多云,30,22,无持续风向转无持续风向,<3级,11日（明天）,阴转小雨,28,23,无持续风向转无持续风向,<3级,12日（后天）,小雨转多云,28,22,无持续风向转无持续风向,<3级,13日（周四）,小雨转晴,26,21,无持续风向转无持续风向,<3级
