城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-13,多云,29,22,东北风转北风,<3级,14日（明天）,多云,31,23,东风转西南风,<3级,15日（后天）,雷阵雨转多云,31,21,东北风转北风,<3级,16日（周日）,多云,30,22,西南风转北风,<3级
上海,2026-08-13,小雨,28,26,东风转东风,<3级,14日（明天）,中雨转小雨,28,26,东风转东风,<3级,15日（后天）,中雨转阴,29,26,西南风转西北风,<3级,16日（周日）,小雨,32,26,西北风转东北风,<3级
广州,2026-08-13,中雨,34,25,无持续风向转无持续风向,<3级,14日（明天）,中雨转雷阵雨,31,26,无持续风向转无持续风向,<3级,15日（后天）,雷阵雨,34,26,无持续风向转无持续风向,<3级,16日（周日）,雷阵雨,33,25,无持续风向转无持续风向,<3级
深圳,2026-08-13,多云转中雨,33,26,无持续风向转无持续风向,<3级,14日（明天）,雷阵雨,30,26,无持续风向转无持续风向,<3级,15日（后天）,雷阵雨转中雨,32,26,无持续风向转无持续风向,<3级,16日（周日）,雷阵雨,32,26,无持续风向转无持续风向,<3级
成都,2026-08-13,晴,37,23,无持续风向转无持续风向,<3级,14日（明天）,晴,36,24,无持续风向转无持续风向,<3级,15日（后天）,多云,36,25,无持续风向转无持续风向,<3级,16日（周日）,阴转中雨,33,21,无持续风向转无持续风向,<3级
杭州,2026-08-13,小雨转阴,34,25,北风转南风,<3级,14日（明天）,中雨转小雨,31,25,北风转西南风,<3级,15日（后天）,中雨转小雨,32,24,西风转西风,<3级,16日（周日）,小雨转晴,32,25,东风转北风,<3级
武汉,2026-08-13,阵雨转雷阵雨,28,24,北风转北风,<3级,14日（明天）,阵雨转雷阵雨,29,24,北风转北风,<3级,15日（后天）,多云转晴,32,24,北风转北风,<3级,16日（周日）,多云,33,25,东北风转东北风,<3级
南京,2026-08-13,小雨转大雨,29,24,东北风转东风,4-5级转3-4级,14日（明天）,大雨转中雨,28,25,东北风转东北风,3-4级,15日（后天）,晴转多云,28,24,北风转西北风,3-4级转<3级,16日（周日）,晴,31,24,北风转东北风,<3级
重庆,2026-08-13,晴,38,27,西北风转东南风,<3级,14日（明天）,晴,38,28,东风转东南风,<3级,15日（后天）,晴,38,29,东南风转东风,<3级,16日（周日）,多云,38,31,东南风转东风,<3级
西安,2026-08-13,多云,29,22,无持续风向转无持续风向,<3级,14日（明天）,晴,30,23,无持续风向转无持续风向,<3级,15日（后天）,多云转晴,29,23,无持续风向转无持续风向,<3级,16日（周日）,多云转小雨,29,24,无持续风向转无持续风向,<3级
