城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-09-12,晴,27,17,南风转北风,<3级,13日（明天）,晴,29,16,北风转东北风,<3级,14日（后天）,晴,26,15,南风转西南风,<3级,15日（周二）,晴,28,17,东南风转北风,<3级
上海,2026-09-12,多云转晴,29,23,东北风转东风,<3级,13日（明天）,多云转晴,30,23,东北风转东北风,<3级,14日（后天）,多云转小雨,29,23,东北风转东北风,<3级,15日（周二）,阴转多云,29,22,东北风转北风,<3级
广州,2026-09-12,多云转晴,32,25,无持续风向转无持续风向,<3级,13日（明天）,中雨转雷阵雨,31,24,无持续风向转无持续风向,<3级,14日（后天）,中雨转多云,32,24,无持续风向转无持续风向,<3级,15日（周二）,雷阵雨,32,24,无持续风向转无持续风向,<3级
深圳,2026-09-12,雷阵雨,31,25,无持续风向转无持续风向,<3级,13日（明天）,中雨转雷阵雨,30,25,无持续风向转无持续风向,<3级,14日（后天）,中雨转多云,31,24,无持续风向转无持续风向,<3级,15日（周二）,雷阵雨转多云,31,25,无持续风向转无持续风向,<3级
成都,2026-09-12,阴转阵雨,23,16,无持续风向转无持续风向,<3级,13日（明天）,阵雨转多云,25,17,无持续风向转无持续风向,<3级,14日（后天）,阴转阵雨,25,18,无持续风向转无持续风向,<3级,15日（周二）,小雨转中雨,20,18,无持续风向转无持续风向,<3级
杭州,2026-09-12,多云转晴,29,22,东风转东北风,<3级,13日（明天）,多云转晴,30,23,东北风转北风,<3级,14日（后天）,晴转多云,30,22,东北风转北风,<3级,15日（周二）,小雨转晴,30,21,东北风转北风,<3级
武汉,2026-09-12,多云转晴,29,19,北风转北风,<3级,13日（明天）,晴转多云,32,20,东北风转东北风,<3级,14日（后天）,阴,29,21,东北风转东北风,<3级,15日（周二）,阴,29,21,北风转东风,<3级
南京,2026-09-12,多云,28,20,东风转东风,<3级,13日（明天）,阴转多云,29,20,东北风转东北风,<3级,14日（后天）,多云,28,20,东北风转东北风,3-4级转<3级,15日（周二）,阴,27,16,东北风转东风,<3级
重庆,2026-09-12,阴,28,22,北风转北风,<3级,13日（明天）,小雨转阴,28,22,北风转西南风,<3级,14日（后天）,小雨,27,23,东北风转东风,<3级,15日（周二）,小雨,25,22,东北风转北风,<3级
西安,2026-09-12,阴,23,14,无持续风向转无持续风向,<3级,13日（明天）,多云,26,18,无持续风向转无持续风向,<3级,14日（后天）,多云转阴,27,18,无持续风向转无持续风向,<3级,15日（周二）,多云,27,17,无持续风向转无持续风向,<3级
