城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-31,雷阵雨,32,25,西南风转南风,<3级,1日（明天）,雷阵雨,33,25,南风转南风,<3级,2日（后天）,雷阵雨,33,24,南风转南风,<3级,3日（周一）,小雨,32,24,南风转东北风,<3级
上海,2026-07-31,小雨,37,28,南风转南风,<3级,1日（明天）,多云转晴,37,28,东南风转东南风,<3级,2日（后天）,阴,36,28,东南风转东南风,<3级,3日（周一）,多云,37,28,东风转东南风,<3级
广州,2026-07-31,中雨转雷阵雨,30,23,无持续风向转无持续风向,<3级,1日（明天）,中雨,29,24,无持续风向转无持续风向,<3级,2日（后天）,雷阵雨转大雨,31,24,无持续风向转无持续风向,<3级,3日（周一）,中雨,27,23,无持续风向转无持续风向,<3级
深圳,2026-07-31,大雨转雷阵雨,29,24,无持续风向转无持续风向,<3级,1日（明天）,大雨,27,24,无持续风向转无持续风向,<3级,2日（后天）,中雨转大雨,29,25,无持续风向转无持续风向,<3级,3日（周一）,雷阵雨,27,25,无持续风向转无持续风向,<3级
成都,2026-07-31,阵雨转大雨,26,22,无持续风向转无持续风向,<3级,1日（明天）,阵雨转大雨,25,22,无持续风向转无持续风向,<3级,2日（后天）,阵雨,25,21,无持续风向转无持续风向,<3级,3日（周一）,阵雨转多云,27,21,无持续风向转无持续风向,<3级
杭州,2026-07-31,多云转晴,38,28,南风转西南风,<3级,1日（明天）,多云转晴,40,27,西南风转西南风,<3级,2日（后天）,小雨转多云,39,29,东南风转东北风,<3级,3日（周一）,晴,40,28,东风转东北风,<3级
武汉,2026-07-31,多云,34,27,南风转南风,<3级,1日（明天）,多云,35,27,南风转南风,<3级,2日（后天）,晴,36,27,东南风转东南风,<3级,3日（周一）,多云,35,26,南风转西南风,<3级
南京,2026-07-31,晴,36,27,西南风转南风,<3级,1日（明天）,多云转晴,37,27,西南风转南风,<3级,2日（后天）,多云转阴,37,28,东南风转东风,<3级,3日（周一）,多云,36,27,东风转东风,<3级
重庆,2026-07-31,多云,39,31,南风转西南风,<3级,1日（明天）,小雨,39,29,西风转南风,<3级,2日（后天）,小雨转中雨,38,27,北风转西南风,<3级,3日（周一）,小雨,33,26,西南风转南风,<3级
西安,2026-07-31,中雨,33,24,无持续风向转无持续风向,<3级,1日（明天）,小雨,34,24,无持续风向转无持续风向,<3级,2日（后天）,小雨转中雨,34,23,无持续风向转无持续风向,<3级,3日（周一）,大雨转小雨,32,24,无持续风向转无持续风向,<3级
