城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-02,多云,35,24,东南风转东南风,<3级,3日（明天）,多云,36,24,北风转东北风,3-4级转<3级,4日（后天）,雷阵雨,35,24,南风转东南风,<3级,5日（周日）,雷阵雨,30,20,东风转东北风,<3级
上海,2026-07-02,小雨,29,24,东南风转东南风,<3级,3日（明天）,中雨转阴,30,25,南风转西南风,<3级,4日（后天）,中雨转小雨,31,25,南风转南风,<3级,5日（周日）,小雨转阴,32,26,南风转南风,<3级
广州,2026-07-02,中雨转雷阵雨,34,27,无持续风向转无持续风向,<3级,3日（明天）,中雨转雷阵雨,32,25,无持续风向转无持续风向,<3级,4日（后天）,大雨,29,25,无持续风向转无持续风向,<3级,5日（周日）,雷阵雨转中雨,29,25,无持续风向转无持续风向,<3级
深圳,2026-07-02,雷阵雨,34,27,无持续风向转无持续风向,<3级,3日（明天）,雷阵雨,31,25,东南风转无持续风向,3-4级转<3级,4日（后天）,中雨,29,25,无持续风向转无持续风向,<3级,5日（周日）,中雨转大雨,29,25,南风转无持续风向,3-4级转<3级
成都,2026-07-02,多云,31,22,无持续风向转无持续风向,<3级,3日（明天）,阴转晴,31,22,无持续风向转无持续风向,<3级,4日（后天）,晴,33,23,无持续风向转无持续风向,<3级,5日（周日）,多云,34,24,无持续风向转无持续风向,<3级
杭州,2026-07-02,小雨,29,25,东风转西南风,<3级,3日（明天）,中雨转多云,34,25,南风转西南风,<3级,4日（后天）,中雨转小雨,35,25,南风转西南风,<3级,5日（周日）,小雨转多云,34,26,南风转南风,<3级
武汉,2026-07-02,小雨转暴雨,29,24,南风转西南风,<3级,3日（明天）,中雨转大雨,27,24,西南风转南风,<3级,4日（后天）,中雨转大雨,28,25,南风转南风,<3级,5日（周日）,中雨转小雨,29,25,南风转南风,<3级
南京,2026-07-02,小雨,32,25,南风转南风,3-4级转<3级,3日（明天）,中雨转小雨,26,24,南风转西南风,<3级,4日（后天）,小雨转大雨,29,25,西南风转南风,<3级,5日（周日）,中雨转小雨,28,25,西南风转西南风,3-4级
重庆,2026-07-02,小雨,28,25,东北风转东北风,<3级,3日（明天）,小雨,28,24,南风转东南风,<3级,4日（后天）,阴转多云,31,24,东南风转东北风,<3级,5日（周日）,晴,34,25,西风转东风,<3级
西安,2026-07-02,小雨转多云,34,22,无持续风向转无持续风向,<3级,3日（明天）,晴,34,23,无持续风向转无持续风向,<3级,4日（后天）,晴,35,25,无持续风向转无持续风向,<3级,5日（周日）,晴,36,24,无持续风向转无持续风向,<3级
