城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-22,雷阵雨,27,22,西南风转东北风,<3级,23日（明天）,雷阵雨,29,22,东风转东风,<3级,24日（后天）,雷阵雨转多云,30,22,东风转东北风,<3级,25日（周六）,雷阵雨,31,24,东南风转西风,<3级
上海,2026-07-22,小雨,34,27,南风转南风,<3级,23日（明天）,阴,35,28,南风转南风,<3级,24日（后天）,多云,36,29,东南风转南风,<3级,25日（周六）,多云,36,29,东南风转南风,<3级
广州,2026-07-22,雷阵雨转晴,33,26,无持续风向转无持续风向,<3级,23日（明天）,晴转多云,34,26,无持续风向转无持续风向,<3级,24日（后天）,晴,35,25,无持续风向转无持续风向,<3级,25日（周六）,雷阵雨转大雨,34,26,无持续风向转无持续风向,<3级
深圳,2026-07-22,雷阵雨,32,26,无持续风向转无持续风向,<3级,23日（明天）,晴,33,26,无持续风向转无持续风向,<3级,24日（后天）,晴转多云,33,26,无持续风向转无持续风向,<3级,25日（周六）,中雨转暴雨,30,25,无持续风向转无持续风向,<3级
成都,2026-07-22,多云转晴,39,25,无持续风向转无持续风向,<3级,23日（明天）,多云转晴,37,26,无持续风向转无持续风向,<3级,24日（后天）,多云,36,25,无持续风向转无持续风向,<3级,25日（周六）,阵雨转小雨,33,23,无持续风向转无持续风向,<3级
杭州,2026-07-22,小雨转多云,34,27,东南风转西南风,<3级,23日（明天）,小雨转多云,37,26,西风转西南风,<3级,24日（后天）,中雨转多云,38,26,南风转南风,<3级,25日（周六）,小雨转晴,36,27,东南风转南风,<3级
武汉,2026-07-22,中雨转阵雨,30,26,南风转东南风,<3级,23日（明天）,阴转晴,34,26,南风转东风,<3级,24日（后天）,阴转晴,34,27,西南风转东南风,<3级,25日（周六）,多云转晴,36,28,南风转东风,<3级
南京,2026-07-22,中雨转阴,31,25,南风转南风,4-5级转3-4级,23日（明天）,中雨转阴,32,25,西南风转南风,4-5级转<3级,24日（后天）,小雨转多云,33,25,南风转东南风,<3级,25日（周六）,多云转阴,34,26,东北风转东南风,3-4级转<3级
重庆,2026-07-22,晴,41,30,东南风转东风,<3级,23日（明天）,晴,41,31,东南风转东南风,<3级,24日（后天）,阴转多云,39,32,东南风转东南风,<3级,25日（周六）,小雨,36,27,东南风转东风,<3级
西安,2026-07-22,多云,37,24,无持续风向转无持续风向,<3级,23日（明天）,晴,37,25,无持续风向转无持续风向,<3级,24日（后天）,晴,37,26,无持续风向转无持续风向,<3级,25日（周六）,多云转晴,38,26,无持续风向转无持续风向,<3级
