城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-15,雷阵雨,27,20,南风转南风,<3级,16日（明天）,雷阵雨,29,19,西风转东北风,<3级,17日（后天）,多云,32,22,东南风转东南风,<3级,18日（周四）,多云转小雨,32,20,南风转东南风,<3级
上海,2026-06-15,小雨转阴,25,22,东风转东风,<3级转3-4级,16日（明天）,阴,27,22,东北风转北风,3-4级转<3级,17日（后天）,阴,29,24,东风转东北风,<3级,18日（周四）,小雨转大雨,30,23,东风转东风,<3级
广州,2026-06-15,大雨,31,24,无持续风向转无持续风向,<3级,16日（明天）,中雨转雷阵雨,30,23,无持续风向转无持续风向,<3级,17日（后天）,大雨,29,24,无持续风向转无持续风向,<3级,18日（周四）,中雨转多云,31,26,无持续风向转无持续风向,<3级
深圳,2026-06-15,中雨转大雨,30,25,无持续风向转无持续风向,<3级,16日（明天）,暴雨转大雨,28,24,无持续风向转无持续风向,<3级,17日（后天）,大雨转中雨,28,24,无持续风向转无持续风向,<3级,18日（周四）,雷阵雨,30,25,无持续风向转无持续风向,<3级
成都,2026-06-15,多云转阴,30,22,无持续风向转无持续风向,<3级,16日（明天）,阴,28,21,无持续风向转无持续风向,<3级,17日（后天）,阵雨,26,20,无持续风向转无持续风向,<3级,18日（周四）,多云,28,20,无持续风向转无持续风向,<3级
杭州,2026-06-15,多云转小雨,29,22,东北风转东北风,<3级,16日（明天）,小雨转多云,30,22,东风转东风,<3级,17日（后天）,小雨转多云,31,24,东风转西南风,<3级,18日（周四）,中雨,31,23,东风转南风,<3级
武汉,2026-06-15,多云,32,21,东北风转东风,<3级,16日（明天）,多云,31,23,东南风转东风,<3级,17日（后天）,小雨转阴,34,26,东南风转东风,<3级,18日（周四）,中雨转大雨,29,24,东风转西南风,<3级
南京,2026-06-15,小雨转阴,28,22,东风转东风,3-4级,16日（明天）,小雨转多云,30,21,东风转东风,3-4级,17日（后天）,多云转阴,33,24,东风转东风,<3级,18日（周四）,阴转中雨,32,24,东风转东南风,3-4级转<3级
重庆,2026-06-15,阴转多云,30,24,北风转北风,<3级,16日（明天）,多云转阴,32,24,东北风转北风,<3级,17日（后天）,多云转中雨,33,25,北风转北风,<3级,18日（周四）,中雨转暴雨,27,24,东北风转北风,<3级
西安,2026-06-15,多云,37,25,无持续风向转无持续风向,<3级,16日（明天）,晴转多云,38,26,无持续风向转无持续风向,<3级,17日（后天）,小雨,36,20,无持续风向转无持续风向,<3级,18日（周四）,多云转小雨,29,19,无持续风向转无持续风向,<3级
