城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-24,多云转雷阵雨,29,21,南风转北风,<3级,25日（明天）,晴,33,21,东北风转西南风,<3级,26日（后天）,多云,33,22,东风转东风,<3级,27日（周六）,雷阵雨转阴,34,22,南风转东南风,<3级
上海,2026-06-24,小雨,25,21,北风转东北风,<3级,25日（明天）,阴转多云,27,21,东北风转西北风,<3级,26日（后天）,阴,29,22,北风转东风,<3级,27日（周六）,阴转晴,29,23,南风转东南风,<3级
广州,2026-06-24,雷阵雨,35,27,无持续风向转无持续风向,<3级,25日（明天）,雷阵雨转中雨,33,27,无持续风向转无持续风向,<3级,26日（后天）,中雨转雷阵雨,34,26,无持续风向转无持续风向,<3级,27日（周六）,雷阵雨,32,26,无持续风向转无持续风向,<3级
深圳,2026-06-24,多云,34,27,无持续风向转无持续风向,<3级,25日（明天）,雷阵雨,32,26,无持续风向转无持续风向,<3级,26日（后天）,多云转雷阵雨,31,26,无持续风向转无持续风向,<3级,27日（周六）,雷阵雨转多云,31,27,无持续风向转无持续风向,<3级
成都,2026-06-24,多云转阵雨,26,21,无持续风向转无持续风向,<3级,25日（明天）,阵雨转阴,24,20,无持续风向转无持续风向,<3级,26日（后天）,多云,27,20,无持续风向转无持续风向,<3级,27日（周六）,多云,30,21,无持续风向转无持续风向,<3级
杭州,2026-06-24,小雨转中雨,25,20,北风转东北风,<3级,25日（明天）,小雨转晴,27,21,东风转西风,<3级,26日（后天）,多云,30,23,东北风转西风,<3级,27日（周六）,小雨转多云,31,23,东风转西南风,<3级
武汉,2026-06-24,多云,26,22,东北风转北风,<3级,25日（明天）,阴转多云,28,22,北风转北风,<3级,26日（后天）,阴转多云,30,23,北风转西北风,<3级,27日（周六）,晴转多云,31,24,西风转东南风,<3级
南京,2026-06-24,阴转多云,26,18,东北风转东北风,3-4级转<3级,25日（明天）,多云,28,20,东北风转西风,<3级,26日（后天）,阴转晴,30,20,东北风转东风,<3级,27日（周六）,多云转晴,30,21,东风转东风,<3级
重庆,2026-06-24,小雨,26,23,南风转西南风,<3级,25日（明天）,小雨,26,23,西风转西北风,<3级,26日（后天）,小雨转阴,25,22,西北风转西南风,<3级,27日（周六）,小雨转多云,24,22,西北风转东北风,<3级
西安,2026-06-24,阴,28,22,无持续风向转无持续风向,<3级,25日（明天）,阴,27,20,无持续风向转无持续风向,<3级,26日（后天）,晴,31,17,无持续风向转无持续风向,<3级,27日（周六）,晴,32,18,无持续风向转无持续风向,<3级
