城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-08,雷阵雨,32,23,南风转南风,<3级,9日（明天）,雷阵雨,32,24,南风转东南风,<3级,10日（后天）,雷阵雨转中雨,33,24,东风转东南风,<3级,11日（周六）,雷阵雨,29,24,南风转南风,<3级
上海,2026-07-08,小雨,34,27,西南风转南风,<3级,9日（明天）,阴,33,25,东南风转东南风,3-4级,10日（后天）,小雨,32,26,东南风转东风,3-4级,11日（周六）,小雨,29,27,东南风转东南风,4-5级
广州,2026-07-08,大雨转中雨,30,25,无持续风向转无持续风向,<3级,9日（明天）,雷阵雨转多云,32,25,无持续风向转无持续风向,<3级,10日（后天）,晴转多云,35,26,无持续风向转无持续风向,<3级,11日（周六）,多云,36,26,无持续风向转无持续风向,<3级
深圳,2026-07-08,中雨,31,25,无持续风向转无持续风向,<3级,9日（明天）,雷阵雨,32,26,无持续风向转无持续风向,<3级,10日（后天）,晴转多云,34,26,无持续风向转无持续风向,<3级,11日（周六）,多云,34,27,西南风转西南风,3-4级
成都,2026-07-08,晴,39,25,无持续风向转无持续风向,<3级,9日（明天）,雷阵雨转阴,38,26,无持续风向转无持续风向,<3级,10日（后天）,雷阵雨转阵雨,36,25,无持续风向转无持续风向,<3级,11日（周六）,小雨,32,24,无持续风向转无持续风向,<3级
杭州,2026-07-08,多云,33,27,北风转西南风,<3级,9日（明天）,多云转晴,34,26,东北风转东风,<3级,10日（后天）,晴转小雨,35,27,东风转东风,<3级,11日（周六）,小雨,34,26,东风转东南风,<3级
武汉,2026-07-08,阴转晴,34,26,西南风转东南风,<3级,9日（明天）,阴转多云,35,28,南风转东南风,<3级,10日（后天）,多云转晴,37,29,南风转东风,<3级,11日（周六）,晴转小雨,36,26,东北风转北风,<3级转3-4级
南京,2026-07-08,多云转小雨,32,25,西南风转南风,3-4级,9日（明天）,小雨转多云,32,26,南风转东南风,3-4级转<3级,10日（后天）,多云,34,26,东南风转东南风,3-4级转4-5级,11日（周六）,晴转阴,33,26,东风转东风,4-5级转5-6级
重庆,2026-07-08,多云转晴,37,27,东南风转东南风,<3级,9日（明天）,晴,38,28,东南风转东风,<3级,10日（后天）,晴,38,29,南风转东风,<3级,11日（周六）,多云转小雨,37,27,东南风转西南风,<3级
西安,2026-07-08,晴转多云,39,26,无持续风向转无持续风向,<3级,9日（明天）,多云,39,27,无持续风向转无持续风向,<3级,10日（后天）,小雨转多云,39,26,无持续风向转无持续风向,<3级,11日（周六）,小雨,36,24,无持续风向转无持续风向,<3级
