城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-01,多云,31,22,东南风转南风,<3级,2日（明天）,雷阵雨转多云,35,23,东南风转南风,<3级,3日（后天）,多云,36,24,南风转西南风,<3级,4日（周六）,阴转雷阵雨,34,21,东北风转西北风,<3级
上海,2026-07-01,暴雨转小雨,25,23,西风转西南风,<3级,2日（明天）,中雨转小雨,28,24,南风转南风,<3级,3日（后天）,小雨转阴,29,25,东南风转南风,<3级,4日（周六）,小雨,30,26,西南风转西南风,3-4级转<3级
广州,2026-07-01,多云,34,27,无持续风向转无持续风向,<3级,2日（明天）,多云转大雨,34,27,无持续风向转无持续风向,<3级,3日（后天）,雷阵雨转中雨,33,25,无持续风向转无持续风向,<3级,4日（周六）,中雨,30,24,无持续风向转无持续风向,<3级
深圳,2026-07-01,多云,33,27,无持续风向转无持续风向,<3级,2日（明天）,多云转雷阵雨,32,27,无持续风向转东风,<3级转3-4级,3日（后天）,中雨转大雨,30,25,东风转东风,3-4级,4日（周六）,中雨,30,25,无持续风向转无持续风向,<3级
成都,2026-07-01,多云转阵雨,33,22,无持续风向转无持续风向,<3级,2日（明天）,阵雨,30,21,无持续风向转无持续风向,<3级,3日（后天）,阵雨,31,22,无持续风向转无持续风向,<3级,4日（周六）,多云,33,23,无持续风向转无持续风向,<3级
杭州,2026-07-01,中雨,26,22,南风转西南风,<3级,2日（明天）,中雨转多云,27,24,南风转东南风,<3级,3日（后天）,小雨转多云,35,25,东南风转西南风,<3级,4日（周六）,多云转小雨,34,26,东南风转南风,<3级
武汉,2026-07-01,阵雨转阴,30,23,西南风转南风,<3级,2日（明天）,中雨转大雨,28,24,南风转西风,<3级,3日（后天）,中雨转小雨,26,23,西南风转南风,<3级,4日（周六）,小雨,30,25,南风转南风,<3级
南京,2026-07-01,阴,28,23,西南风转西南风,<3级,2日（明天）,小雨转中雨,30,24,南风转南风,<3级,3日（后天）,中雨转小雨,27,25,南风转南风,<3级,4日（周六）,小雨转大雨,28,25,西南风转西南风,3-4级转<3级
重庆,2026-07-01,小雨,29,23,西南风转东风,<3级,2日（明天）,小雨,27,22,西北风转南风,<3级,3日（后天）,阴,28,22,东风转南风,<3级,4日（周六）,小雨转晴,33,24,东南风转东南风,<3级
西安,2026-07-01,阴,36,25,无持续风向转无持续风向,<3级,2日（明天）,阴转多云,34,22,无持续风向转无持续风向,<3级,3日（后天）,晴,35,23,无持续风向转无持续风向,<3级,4日（周六）,晴,36,23,无持续风向转无持续风向,<3级
