城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-26,多云,34,21,南风转西南风,<3级,27日（明天）,阴转雷阵雨,34,23,南风转东南风,<3级,28日（后天）,雷阵雨,30,21,东南风转东北风,<3级,29日（周一）,雷阵雨转多云,28,20,东北风转东南风,<3级
上海,2026-06-26,多云转阴,29,22,东风转东风,<3级,27日（明天）,阴转多云,29,22,北风转东风,<3级,28日（后天）,阴转多云,29,23,东风转东南风,<3级,29日（周一）,小雨,29,24,东南风转东风,<3级
广州,2026-06-26,雷阵雨转中雨,33,26,无持续风向转无持续风向,<3级,27日（明天）,中雨,34,26,无持续风向转无持续风向,<3级,28日（后天）,多云转中雨,32,27,无持续风向转无持续风向,<3级,29日（周一）,雷阵雨,34,26,无持续风向转无持续风向,<3级
深圳,2026-06-26,雷阵雨,32,27,无持续风向转无持续风向,<3级,27日（明天）,中雨转多云,32,26,无持续风向转无持续风向,<3级,28日（后天）,多云转雷阵雨,32,27,无持续风向转无持续风向,<3级,29日（周一）,雷阵雨,32,27,无持续风向转无持续风向,<3级
成都,2026-06-26,多云转晴,30,21,无持续风向转无持续风向,<3级,27日（明天）,多云转阵雨,31,21,无持续风向转无持续风向,<3级,28日（后天）,阵雨,29,22,无持续风向转无持续风向,<3级,29日（周一）,多云转阴,29,21,无持续风向转无持续风向,<3级
杭州,2026-06-26,阵雨转多云,30,22,东北风转东风,<3级,27日（明天）,小雨转晴,30,23,东风转西风,<3级,28日（后天）,小雨转多云,32,24,东北风转东南风,<3级,29日（周一）,小雨转中雨,31,24,西风转西南风,<3级
武汉,2026-06-26,多云,29,21,北风转东北风,<3级,27日（明天）,晴,33,22,西北风转东风,<3级,28日（后天）,多云转阴,33,24,东南风转东南风,<3级,29日（周一）,阴转中雨,33,24,南风转东南风,<3级
南京,2026-06-26,阴转多云,29,20,北风转东风,<3级,27日（明天）,晴转多云,28,20,东北风转东风,<3级,28日（后天）,阴转多云,30,22,东风转东风,<3级,29日（周一）,阴,31,24,东风转东风,<3级
重庆,2026-06-26,小雨转阴,26,23,西风转东北风,<3级,27日（明天）,小雨,29,23,西南风转西南风,<3级,28日（后天）,中雨,24,21,西风转西风,<3级,29日（周一）,中雨,23,22,北风转东北风,<3级
西安,2026-06-26,晴,32,21,无持续风向转无持续风向,<3级,27日（明天）,晴,32,22,无持续风向转无持续风向,<3级,28日（后天）,多云,33,22,无持续风向转无持续风向,<3级,29日（周一）,小雨,33,22,无持续风向转无持续风向,<3级
