城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-29,多云转雷阵雨,28,21,东北风转东风,<3级,30日（明天）,雷阵雨转小雨,27,21,东风转东南风,<3级,1日（后天）,多云,30,22,东南风转东风,<3级,2日（周四）,雷阵雨转多云,29,21,东南风转东北风,<3级
上海,2026-06-29,阴转中雨,29,24,东南风转东南风,3-4级转<3级,30日（明天）,中雨转小雨,27,23,南风转西南风,<3级,1日（后天）,中雨,27,23,南风转西风,<3级,2日（周四）,小雨转中雨,27,23,东风转南风,<3级
广州,2026-06-29,大雨转雷阵雨,32,26,无持续风向转无持续风向,<3级,30日（明天）,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级,1日（后天）,雷阵雨转多云,34,26,无持续风向转无持续风向,<3级,2日（周四）,多云转雷阵雨,34,26,无持续风向转无持续风向,<3级
深圳,2026-06-29,大雨转雷阵雨,32,26,无持续风向转无持续风向,<3级,30日（明天）,雷阵雨转多云,32,27,无持续风向转无持续风向,<3级,1日（后天）,雷阵雨转多云,32,27,无持续风向转无持续风向,<3级,2日（周四）,多云转雷阵雨,32,27,无持续风向转无持续风向,<3级
成都,2026-06-29,阵雨转阴,31,22,无持续风向转无持续风向,<3级,30日（明天）,阵雨,29,21,无持续风向转无持续风向,<3级,1日（后天）,多云,33,21,无持续风向转无持续风向,<3级,2日（周四）,晴,34,22,无持续风向转无持续风向,<3级
杭州,2026-06-29,中雨,30,24,东风转南风,<3级,30日（明天）,中雨转小雨,27,24,西风转南风,<3级,1日（后天）,中雨转小雨,27,24,南风转西风,<3级,2日（周四）,中雨,28,23,北风转南风,<3级
武汉,2026-06-29,阴转小雨,32,24,东南风转东南风,<3级,30日（明天）,小雨,30,24,西南风转西南风,<3级,1日（后天）,小雨,27,24,西北风转南风,<3级,2日（周四）,多云,28,24,南风转南风,<3级
南京,2026-06-29,阴转小雨,31,25,东南风转东风,<3级,30日（明天）,小雨转中雨,31,24,东风转东南风,<3级,1日（后天）,小雨转阴,28,24,西南风转南风,<3级,2日（周四）,小雨转阴,28,22,南风转西南风,<3级
重庆,2026-06-29,小雨转阴,25,21,东风转北风,<3级,30日（明天）,小雨,25,23,北风转西风,<3级,1日（后天）,小雨转多云,28,21,南风转南风,<3级,2日（周四）,多云,32,23,东风转东北风,<3级
西安,2026-06-29,小雨转多云,35,23,无持续风向转无持续风向,<3级,30日（明天）,阴,32,22,无持续风向转无持续风向,<3级,1日（后天）,多云转晴,34,22,无持续风向转无持续风向,<3级,2日（周四）,阴,34,22,无持续风向转无持续风向,<3级
