城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-05-27,多云转晴,27,19,西南风转北风,<3级,28日（明天）,晴,28,16,北风转西风,<3级,29日（后天）,晴,31,17,西南风转西南风,<3级,30日（周六）,晴转多云,34,20,西南风转西南风,<3级
上海,2026-05-27,阴,28,23,西北风转西风,<3级,28日（明天）,阴,30,22,西北风转西北风,<3级,29日（后天）,阴转多云,30,20,东北风转东北风,<3级,30日（周六）,晴,29,20,东风转东南风,<3级
广州,2026-05-27,多云,35,28,无持续风向转无持续风向,<3级,28日（明天）,多云,36,28,无持续风向转无持续风向,<3级,29日（后天）,多云,34,26,无持续风向转无持续风向,<3级,30日（周六）,雷阵雨转多云,32,24,无持续风向转无持续风向,<3级
深圳,2026-05-27,多云,33,27,无持续风向转无持续风向,<3级,28日（明天）,多云,34,28,无持续风向转无持续风向,<3级,29日（后天）,多云,32,25,无持续风向转无持续风向,<3级,30日（周六）,中雨转多云,31,25,无持续风向转无持续风向,<3级
成都,2026-05-27,阴转小雨,30,19,无持续风向转无持续风向,<3级,28日（明天）,阴,27,20,无持续风向转无持续风向,<3级,29日（后天）,多云,28,18,无持续风向转无持续风向,<3级,30日（周六）,多云,29,18,无持续风向转无持续风向,<3级
杭州,2026-05-27,多云转小雨,30,23,东北风转东北风,<3级,28日（明天）,小雨转多云,30,23,东北风转西北风,<3级,29日（后天）,多云转晴,31,21,东风转东北风,<3级,30日（周六）,晴,30,19,东风转东风,<3级
武汉,2026-05-27,中雨转多云,27,20,北风转北风,<3级,28日（明天）,阴转多云,29,22,西北风转北风,<3级,29日（后天）,阴转多云,26,21,北风转北风,<3级,30日（周六）,晴,29,19,北风转东北风,<3级
南京,2026-05-27,阴转多云,26,22,西北风转西北风,<3级,28日（明天）,多云,28,22,西北风转北风,<3级,29日（后天）,多云,28,17,北风转东北风,<3级,30日（周六）,晴,27,17,东风转东风,<3级
重庆,2026-05-27,小雨转中雨,32,25,东北风转西南风,<3级,28日（明天）,小雨,28,22,西风转南风,<3级,29日（后天）,小雨转多云,26,22,西风转西风,<3级,30日（周六）,阴转晴,29,22,西风转东北风,<3级
西安,2026-05-27,阴,25,20,无持续风向转无持续风向,<3级,28日（明天）,阴,23,17,无持续风向转无持续风向,<3级,29日（后天）,多云,25,15,无持续风向转无持续风向,<3级,30日（周六）,多云,26,17,无持续风向转无持续风向,<3级
