城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-09-19,多云,27,20,南风转南风,<3级,20日（明天）,多云转晴,26,19,东北风转西南风,<3级,21日（后天）,晴转多云,28,17,南风转西南风,<3级,22日（周二）,多云,29,17,南风转南风,<3级
上海,2026-09-19,小雨转阴,29,24,东风转东风,<3级,20日（明天）,多云,30,21,北风转北风,<3级,21日（后天）,多云,30,23,北风转北风,<3级,22日（周二）,多云转阴,29,23,东风转东风,<3级
广州,2026-09-19,晴,35,26,无持续风向转无持续风向,<3级,20日（明天）,雷阵雨转多云,35,25,无持续风向转无持续风向,<3级,21日（后天）,多云转中雨,35,25,无持续风向转无持续风向,<3级,22日（周二）,雷阵雨,31,24,无持续风向转无持续风向,<3级
深圳,2026-09-19,晴,33,26,无持续风向转无持续风向,<3级,20日（明天）,雷阵雨,34,25,无持续风向转无持续风向,<3级,21日（后天）,雷阵雨,32,26,无持续风向转无持续风向,<3级,22日（周二）,中雨转多云,30,25,无持续风向转无持续风向,<3级
成都,2026-09-19,阴转阵雨,24,20,无持续风向转无持续风向,<3级,20日（明天）,多云转阴,26,19,无持续风向转无持续风向,<3级,21日（后天）,多云转阴,27,20,无持续风向转无持续风向,<3级,22日（周二）,阴,25,20,无持续风向转无持续风向,<3级
杭州,2026-09-19,多云,33,24,东北风转东北风,<3级,20日（明天）,小雨转晴,30,23,东北风转东北风,<3级,21日（后天）,多云,30,23,北风转东北风,<3级,22日（周二）,多云转晴,31,23,东风转东南风,<3级
武汉,2026-09-19,阴转多云,26,21,西北风转北风,<3级,20日（明天）,多云转阴,28,22,北风转北风,<3级,21日（后天）,小雨,27,22,北风转东北风,<3级,22日（周二）,阴转多云,25,22,东北风转北风,<3级
南京,2026-09-19,阴,28,22,北风转东风,3-4级转<3级,20日（明天）,多云,28,20,东北风转东北风,<3级,21日（后天）,多云,28,20,东北风转东风,<3级,22日（周二）,多云转晴,28,20,东北风转东风,<3级
重庆,2026-09-19,阴转小雨,28,21,东风转西北风,<3级,20日（明天）,阴转中雨,28,22,西北风转北风,<3级,21日（后天）,小雨转中雨,26,23,西风转西南风,<3级,22日（周二）,小雨,28,23,西风转北风,<3级
西安,2026-09-19,多云转小雨,25,19,无持续风向转无持续风向,<3级,20日（明天）,小雨转阴,22,19,无持续风向转无持续风向,<3级,21日（后天）,多云,22,18,无持续风向转无持续风向,<3级,22日（周二）,多云转晴,26,18,无持续风向转无持续风向,<3级
