城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-31,晴,29,19,东北风转东北风,<3级,1日（明天）,晴,28,18,东北风转北风,<3级,2日（后天）,晴,30,18,南风转西南风,<3级,3日（周四）,晴,30,20,南风转东北风,<3级
上海,2026-08-31,小雨,33,26,南风转东南风,<3级,1日（明天）,中雨转大雨,30,25,东北风转东风,<3级,2日（后天）,中雨转小雨,27,25,东风转东风,<3级,3日（周四）,小雨,29,25,东北风转北风,<3级
广州,2026-08-31,大雨转雷阵雨,30,24,无持续风向转北风,<3级转3-4级,1日（明天）,中雨,31,22,北风转北风,3-4级,2日（后天）,中雨转雷阵雨,31,23,西北风转无持续风向,3-4级转<3级,3日（周四）,多云,30,24,无持续风向转无持续风向,<3级
深圳,2026-08-31,中雨转雷阵雨,30,25,无持续风向转无持续风向,<3级,1日（明天）,中雨转雷阵雨,31,24,北风转无持续风向,3-4级转<3级,2日（后天）,中雨转雷阵雨,31,24,西北风转无持续风向,3-4级转<3级,3日（周四）,雷阵雨转多云,29,25,无持续风向转无持续风向,<3级
成都,2026-08-31,晴,35,21,无持续风向转无持续风向,<3级,1日（明天）,晴,33,21,无持续风向转无持续风向,<3级,2日（后天）,晴,32,21,无持续风向转无持续风向,<3级,3日（周四）,晴,31,20,无持续风向转无持续风向,<3级
杭州,2026-08-31,大雨转多云,33,25,北风转东风,<3级,1日（明天）,小雨转大雨,32,24,东风转东北风,<3级,2日（后天）,中雨转小雨,30,24,东北风转东北风,<3级,3日（周四）,小雨转晴,29,22,北风转北风,<3级
武汉,2026-08-31,阴转阵雨,31,22,东北风转北风,3-4级转<3级,1日（明天）,阵雨转多云,26,22,北风转北风,3-4级,2日（后天）,阴转阵雨,28,21,东北风转东北风,3-4级,3日（周四）,多云转晴,29,20,东北风转北风,3-4级转<3级
南京,2026-08-31,中雨转大雨,25,22,北风转北风,4-5级转3-4级,1日（明天）,小雨,27,23,东北风转北风,4-5级转3-4级,2日（后天）,小雨转阴,28,22,东北风转东北风,3-4级,3日（周四）,晴转多云,27,19,东北风转北风,3-4级转<3级
重庆,2026-08-31,多云,34,25,北风转西风,<3级,1日（明天）,晴,34,24,东北风转西北风,<3级,2日（后天）,晴转多云,34,23,北风转南风,<3级,3日（周四）,晴转多云,34,24,西北风转西北风,<3级
西安,2026-08-31,晴,33,20,无持续风向转无持续风向,<3级,1日（明天）,晴,34,19,无持续风向转无持续风向,<3级,2日（后天）,晴,29,19,无持续风向转无持续风向,<3级,3日（周四）,晴,30,19,无持续风向转无持续风向,<3级
