城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-23,雷阵雨,28,22,东南风转东南风,<3级,24日（明天）,多云转雷阵雨,31,22,南风转南风,<3级,25日（后天）,阴转雷阵雨,32,24,南风转东南风,<3级,26日（周日）,多云,32,25,南风转东风,<3级
上海,2026-07-23,阴,36,28,东南风转南风,<3级,24日（明天）,阴转晴,36,29,东南风转南风,<3级,25日（后天）,多云,37,29,东南风转南风,<3级,26日（周日）,阴,35,28,南风转东南风,<3级
广州,2026-07-23,晴,35,26,无持续风向转无持续风向,<3级,24日（明天）,晴转多云,35,26,无持续风向转无持续风向,<3级,25日（后天）,多云转中雨,37,27,无持续风向转北风,<3级转3-4级,26日（周日）,中雨转暴雨,29,25,西风转南风,4-5级转3-4级
深圳,2026-07-23,晴,32,26,无持续风向转无持续风向,<3级,24日（明天）,晴转多云,33,26,无持续风向转无持续风向,<3级,25日（后天）,雷阵雨转大雨,34,26,无持续风向转西北风,<3级转6-7级,26日（周日）,大雨,28,26,西北风转南风,5-6级转3-4级
成都,2026-07-23,雷阵雨转晴,38,26,无持续风向转无持续风向,<3级,24日（明天）,多云转晴,38,26,无持续风向转无持续风向,<3级,25日（后天）,多云转晴,37,26,无持续风向转无持续风向,<3级,26日（周日）,多云转阵雨,36,24,无持续风向转无持续风向,<3级
杭州,2026-07-23,小雨转晴,38,29,东风转南风,<3级,24日（明天）,小雨转晴,39,29,东风转南风,<3级,25日（后天）,晴转多云,38,28,东南风转南风,<3级,26日（周日）,小雨转多云,31,27,东南风转东南风,<3级
武汉,2026-07-23,多云转晴,33,26,南风转东南风,<3级,24日（明天）,多云,34,27,南风转东南风,<3级,25日（后天）,多云转晴,36,28,南风转东风,<3级,26日（周日）,阴转多云,36,26,东北风转东风,<3级
南京,2026-07-23,中雨转阴,32,26,东风转东南风,3-4级,24日（明天）,小雨转多云,32,25,西南风转东北风,3-4级转<3级,25日（后天）,多云,35,26,东南风转东南风,3-4级,26日（周日）,阴,33,27,东南风转东南风,3-4级
重庆,2026-07-23,晴,40,30,东南风转东南风,<3级,24日（明天）,多云,40,31,东南风转东南风,<3级,25日（后天）,多云,39,32,东南风转东北风,<3级,26日（周日）,多云,39,27,东南风转东风,<3级
西安,2026-07-23,多云转晴,37,24,无持续风向转无持续风向,<3级,24日（明天）,多云转晴,37,26,无持续风向转无持续风向,<3级,25日（后天）,晴,37,26,无持续风向转无持续风向,<3级,26日（周日）,多云转晴,36,25,无持续风向转无持续风向,<3级
