城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-03,雷阵雨转多云,35,24,西南风转西南风,<3级,4日（明天）,雷阵雨,36,25,西南风转南风,<3级,5日（后天）,雷阵雨,30,22,东风转东风,<3级,6日（周一）,小雨,33,21,西南风转东北风,<3级
上海,2026-07-03,中雨转阴,30,25,西风转南风,<3级,4日（明天）,中雨转阴,32,26,西南风转西南风,<3级,5日（后天）,中雨转阴,32,25,西南风转西南风,<3级,6日（周一）,小雨转阴,33,26,西风转南风,<3级
广州,2026-07-03,中雨,32,25,东南风转东南风,3-4级,4日（明天）,大雨转中雨,29,25,南风转无持续风向,3-4级转<3级,5日（后天）,中雨转雷阵雨,29,26,南风转无持续风向,3-4级转<3级,6日（周一）,大雨转雷阵雨,30,25,无持续风向转无持续风向,<3级
深圳,2026-07-03,中雨,31,27,东南风转东南风,4-5级转3-4级,4日（明天）,中雨转大雨,29,25,南风转无持续风向,3-4级转<3级,5日（后天）,中雨转大雨,29,26,南风转无持续风向,3-4级转<3级,6日（周一）,中雨转雷阵雨,30,26,南风转无持续风向,3-4级转<3级
成都,2026-07-03,阵雨转晴,31,22,无持续风向转无持续风向,<3级,4日（明天）,晴,33,22,无持续风向转无持续风向,<3级,5日（后天）,晴,35,24,无持续风向转无持续风向,<3级,6日（周一）,多云,35,25,无持续风向转无持续风向,<3级
杭州,2026-07-03,小雨转多云,35,24,东风转西南风,<3级,4日（明天）,中雨转多云,35,26,西南风转南风,<3级,5日（后天）,小雨转多云,34,26,西南风转西南风,<3级,6日（周一）,多云,36,27,南风转西南风,<3级
武汉,2026-07-03,暴雨转大雨,27,23,西南风转南风,<3级,4日（明天）,中雨,29,25,南风转南风,<3级,5日（后天）,小雨,30,26,南风转南风,3-4级转<3级,6日（周一）,小雨,30,25,南风转东风,<3级
南京,2026-07-03,大雨转小雨,28,21,西南风转西南风,<3级,4日（明天）,小雨转中雨,29,26,西南风转南风,3-4级,5日（后天）,中雨转小雨,28,26,西南风转西南风,3-4级,6日（周一）,小雨转阴,31,27,西南风转南风,3-4级转<3级
重庆,2026-07-03,阴转小雨,28,23,南风转南风,<3级,4日（明天）,阴转多云,31,23,东风转东北风,<3级,5日（后天）,晴,34,25,东风转东北风,<3级,6日（周一）,晴,34,26,北风转南风,<3级
西安,2026-07-03,晴,33,23,无持续风向转无持续风向,<3级,4日（明天）,晴,37,24,无持续风向转无持续风向,<3级,5日（后天）,晴,39,25,无持续风向转无持续风向,<3级,6日（周一）,多云转晴,38,24,无持续风向转无持续风向,<3级
