城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-09,多云,28,16,西北风转北风,<3级,10日（明天）,多云转晴,25,16,北风转西风,<3级,11日（后天）,晴,31,18,西南风转西南风,<3级,12日（周五）,多云转雷阵雨,30,16,西南风转北风,<3级
上海,2026-06-09,阵雨转多云,27,19,东北风转东北风,<3级,10日（明天）,阴,30,21,东北风转西风,<3级,11日（后天）,阴,31,22,东北风转南风,<3级,12日（周五）,阴,33,20,东南风转南风,<3级
广州,2026-06-09,多云,29,22,无持续风向转无持续风向,<3级,10日（明天）,多云,31,24,无持续风向转无持续风向,<3级,11日（后天）,多云,33,24,无持续风向转无持续风向,<3级,12日（周五）,中雨,30,24,无持续风向转无持续风向,<3级
深圳,2026-06-09,雷阵雨转多云,27,23,无持续风向转无持续风向,<3级,10日（明天）,雷阵雨转多云,30,25,无持续风向转无持续风向,<3级,11日（后天）,中雨转雷阵雨,29,24,无持续风向转无持续风向,<3级,12日（周五）,中雨转大雨,30,25,无持续风向转无持续风向,<3级
成都,2026-06-09,晴转阴,30,17,无持续风向转无持续风向,<3级,10日（明天）,多云转阴,28,19,无持续风向转无持续风向,<3级,11日（后天）,多云转阵雨,28,19,无持续风向转无持续风向,<3级,12日（周五）,多云,26,18,无持续风向转无持续风向,<3级
杭州,2026-06-09,小雨转多云,22,17,西北风转西南风,<3级,10日（明天）,多云,29,19,东风转西南风,<3级,11日（后天）,多云转阴,32,22,东风转南风,<3级,12日（周五）,多云转小雨,33,22,东南风转南风,<3级
武汉,2026-06-09,多云,28,17,西南风转西南风,<3级,10日（明天）,多云,30,19,西风转东风,<3级,11日（后天）,多云转阴,31,21,南风转东南风,<3级,12日（周五）,小雨转晴,28,22,东风转东南风,<3级
南京,2026-06-09,多云转晴,30,18,东南风转南风,<3级,10日（明天）,多云,32,20,西北风转东风,<3级,11日（后天）,多云,34,23,西南风转南风,3-4级转<3级,12日（周五）,阴,35,25,南风转东南风,3-4级转<3级
重庆,2026-06-09,阴,25,19,东风转西风,<3级,10日（明天）,多云转阴,27,20,东北风转西北风,<3级,11日（后天）,阴转小雨,25,21,东风转北风,<3级,12日（周五）,小雨,23,20,西风转西南风,<3级
西安,2026-06-09,多云,30,18,无持续风向转无持续风向,<3级,10日（明天）,阴转多云,31,18,无持续风向转无持续风向,<3级,11日（后天）,阴,33,21,无持续风向转无持续风向,<3级,12日（周五）,阴转多云,31,19,无持续风向转无持续风向,<3级
