城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-18,阴,30,23,南风转东风,<3级,19日（明天）,中雨转雷阵雨,29,20,南风转北风,<3级,20日（后天）,晴,30,16,北风转北风,3-4级转<3级,21日（周日）,多云,30,17,南风转东风,<3级
上海,2026-06-18,阴转小雨,30,24,东北风转南风,<3级,19日（明天）,中雨,29,24,西南风转西南风,<3级,20日（后天）,小雨转阴,29,24,西北风转东风,<3级,21日（周日）,小雨转中雨,30,23,东风转东北风,<3级
广州,2026-06-18,大雨转雷阵雨,29,25,无持续风向转无持续风向,<3级,19日（明天）,雷阵雨,32,25,无持续风向转无持续风向,<3级,20日（后天）,雷阵雨,34,25,无持续风向转无持续风向,<3级,21日（周日）,雷阵雨,35,26,无持续风向转无持续风向,<3级
深圳,2026-06-18,暴雨转雷阵雨,28,25,无持续风向转无持续风向,<3级,19日（明天）,雷阵雨,31,26,无持续风向转无持续风向,<3级,20日（后天）,雷阵雨,32,27,无持续风向转无持续风向,<3级,21日（周日）,多云,32,27,无持续风向转无持续风向,<3级
成都,2026-06-18,多云转晴,30,21,无持续风向转无持续风向,<3级,19日（明天）,多云,33,24,无持续风向转无持续风向,<3级,20日（后天）,阵雨转阴,29,22,无持续风向转无持续风向,<3级,21日（周日）,多云转小雨,29,21,无持续风向转无持续风向,<3级
杭州,2026-06-18,中雨,32,24,东风转南风,<3级,19日（明天）,小雨转中雨,31,24,南风转西南风,<3级,20日（后天）,中雨,31,24,东北风转东风,<3级,21日（周日）,中雨转小雨,28,23,东风转南风,<3级
武汉,2026-06-18,小雨转大雨,31,24,东南风转西南风,<3级转3-4级,19日（明天）,中雨转小雨,28,23,西南风转西南风,<3级,20日（后天）,中雨转小雨,32,24,南风转东风,<3级,21日（周日）,大雨转暴雨,26,23,东南风转西南风,<3级
南京,2026-06-18,小雨转大雨,30,24,东风转东风,3-4级,19日（明天）,大雨转小雨,25,22,西南风转西北风,4-5级转3-4级,20日（后天）,阴转多云,27,22,西北风转东风,<3级,21日（周日）,小雨,28,19,东风转东风,3-4级转4-5级
重庆,2026-06-18,小雨转多云,25,21,西南风转西南风,<3级,19日（明天）,多云,31,23,西南风转北风,<3级,20日（后天）,小雨,34,24,北风转西南风,<3级,21日（周日）,小雨转中雨,32,25,西北风转北风,<3级
西安,2026-06-18,小雨,28,21,无持续风向转无持续风向,<3级,19日（明天）,晴转多云,32,22,无持续风向转无持续风向,<3级,20日（后天）,小雨转多云,30,21,无持续风向转无持续风向,<3级,21日（周日）,小雨,29,17,无持续风向转无持续风向,<3级
