城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-20,多云转晴,29,17,北风转北风,<3级,21日（明天）,多云,29,18,西南风转南风,<3级,22日（后天）,多云,30,19,南风转北风,<3级,23日（周二）,雷阵雨转阴,28,17,西南风转西北风,<3级
上海,2026-06-20,小雨,30,23,西北风转东风,<3级,21日（明天）,大雨转中雨,27,21,东风转东风,<3级,22日（后天）,中雨,25,22,东风转东北风,<3级,23日（周二）,大雨转小雨,24,22,东风转西北风,<3级
广州,2026-06-20,雷阵雨,33,26,无持续风向转无持续风向,<3级,21日（明天）,多云,34,26,无持续风向转无持续风向,<3级,22日（后天）,多云,35,26,无持续风向转无持续风向,<3级,23日（周二）,多云,35,26,无持续风向转无持续风向,<3级
深圳,2026-06-20,雷阵雨转多云,32,27,西南风转无持续风向,3-4级转<3级,21日（明天）,多云,32,27,无持续风向转无持续风向,<3级,22日（后天）,多云,33,27,无持续风向转无持续风向,<3级,23日（周二）,多云,33,27,无持续风向转无持续风向,<3级
成都,2026-06-20,阵雨转大雨,27,21,无持续风向转无持续风向,<3级,21日（明天）,阵雨,26,21,无持续风向转无持续风向,<3级,22日（后天）,阴转多云,29,21,无持续风向转无持续风向,<3级,23日（周二）,阴转小雨,26,21,无持续风向转无持续风向,<3级
杭州,2026-06-20,小雨,30,24,西南风转西风,<3级,21日（明天）,大雨转小雨,29,24,北风转西南风,<3级,22日（后天）,小雨,30,23,北风转北风,<3级,23日（周二）,中雨,25,21,北风转北风,<3级
武汉,2026-06-20,阴,32,23,东北风转南风,<3级,21日（明天）,大雨,28,23,东南风转东风,<3级,22日（后天）,中雨转大雨,26,22,东南风转北风,<3级,23日（周二）,小雨,25,22,北风转北风,<3级
南京,2026-06-20,多云,29,23,西北风转东风,<3级,21日（明天）,小雨转中雨,27,21,东风转东风,3-4级,22日（后天）,暴雨转中雨,23,20,东北风转东北风,3-4级,23日（周二）,小雨转阴,23,20,东北风转东北风,3-4级
重庆,2026-06-20,阴,33,23,北风转西南风,<3级,21日（明天）,中雨转大雨,31,25,西北风转北风,<3级,22日（后天）,中雨转小雨,29,25,东北风转西南风,<3级,23日（周二）,小雨,29,24,西北风转北风,<3级
西安,2026-06-20,中雨转小雨,26,20,无持续风向转无持续风向,<3级,21日（明天）,中雨转小雨,20,15,无持续风向转无持续风向,<3级,22日（后天）,小雨转阴,22,18,无持续风向转无持续风向,<3级,23日（周二）,阴,29,17,无持续风向转无持续风向,<3级
