城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-20,多云,31,22,南风转北风,<3级,21日（明天）,多云转雷阵雨,31,22,南风转东北风,<3级,22日（后天）,雷阵雨,31,23,东南风转东南风,<3级,23日（周日）,雷阵雨,31,23,东南风转北风,<3级
上海,2026-08-20,阴转小雨,31,27,东风转东风,<3级,21日（明天）,小雨,30,27,东风转东风,<3级,22日（后天）,中雨转小雨,29,26,东风转东风,5-6级转<3级,23日（周日）,小雨,30,27,东南风转东南风,<3级
广州,2026-08-20,雷阵雨,33,25,无持续风向转无持续风向,<3级,21日（明天）,雷阵雨,33,25,无持续风向转无持续风向,<3级,22日（后天）,雷阵雨,34,26,无持续风向转无持续风向,<3级,23日（周日）,中雨,29,24,无持续风向转无持续风向,<3级
深圳,2026-08-20,大雨转中雨,30,26,无持续风向转无持续风向,<3级,21日（明天）,大雨转中雨,30,27,无持续风向转无持续风向,<3级,22日（后天）,雷阵雨,33,27,无持续风向转无持续风向,<3级,23日（周日）,暴雨转大雨,30,24,无持续风向转无持续风向,<3级
成都,2026-08-20,阵雨转多云,30,22,无持续风向转无持续风向,<3级,21日（明天）,阵雨,31,23,无持续风向转无持续风向,<3级,22日（后天）,阵雨,32,24,无持续风向转无持续风向,<3级,23日（周日）,多云转小雨,33,25,无持续风向转无持续风向,<3级
杭州,2026-08-20,小雨转多云,31,26,东风转东风,<3级,21日（明天）,中雨转小雨,31,25,东北风转东北风,<3级,22日（后天）,中雨转小雨,32,25,东风转东风,<3级,23日（周日）,小雨转多云,33,26,东风转东南风,<3级
武汉,2026-08-20,多云,34,26,北风转东北风,<3级,21日（明天）,多云,35,26,东北风转北风,<3级,22日（后天）,多云,35,26,北风转北风,<3级,23日（周日）,阴,33,26,北风转北风,<3级
南京,2026-08-20,小雨,32,26,东风转东风,<3级,21日（明天）,小雨,31,26,东风转东北风,<3级,22日（后天）,小雨,31,26,东风转东风,3-4级,23日（周日）,小雨转多云,31,26,东风转东风,<3级转3-4级
重庆,2026-08-20,多云转小雨,32,26,东北风转西北风,<3级,21日（明天）,多云,33,26,东风转西南风,<3级,22日（后天）,多云,34,27,东北风转西南风,<3级,23日（周日）,多云转晴,35,28,南风转西南风,<3级
西安,2026-08-20,晴,30,23,无持续风向转无持续风向,<3级,21日（明天）,晴,31,23,无持续风向转无持续风向,<3级,22日（后天）,晴,33,26,无持续风向转无持续风向,<3级,23日（周日）,小雨转阴,32,23,无持续风向转无持续风向,<3级
