城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-06-25,晴,31,20,北风转西南风,<3级,26日（明天）,多云,32,21,东南风转东南风,<3级,27日（后天）,雷阵雨转阴,34,22,南风转南风,<3级,28日（周日）,雷阵雨,31,20,南风转东风,<3级
上海,2026-06-25,多云,26,21,东北风转西北风,<3级,26日（明天）,多云转阴,29,22,北风转东北风,<3级,27日（后天）,多云转阴,29,23,东风转东风,<3级,28日（周日）,阴,30,24,东南风转东南风,3-4级转<3级
广州,2026-06-25,雷阵雨转中雨,34,27,无持续风向转无持续风向,<3级,26日（明天）,多云转雷阵雨,32,26,无持续风向转无持续风向,<3级,27日（后天）,阴转雷阵雨,32,26,无持续风向转无持续风向,<3级,28日（周日）,雷阵雨转多云,33,26,无持续风向转无持续风向,<3级
深圳,2026-06-25,多云转雷阵雨,33,26,无持续风向转无持续风向,<3级,26日（明天）,多云,33,27,无持续风向转无持续风向,<3级,27日（后天）,阴转多云,32,27,无持续风向转无持续风向,<3级,28日（周日）,雷阵雨转多云,31,27,无持续风向转无持续风向,<3级
成都,2026-06-25,阵雨转阴,25,20,无持续风向转无持续风向,<3级,26日（明天）,多云,30,20,无持续风向转无持续风向,<3级,27日（后天）,多云转阵雨,31,21,无持续风向转无持续风向,<3级,28日（周日）,多云,30,22,无持续风向转无持续风向,<3级
杭州,2026-06-25,小雨转多云,27,22,东风转西北风,<3级,26日（明天）,多云转晴,31,22,东北风转东北风,<3级,27日（后天）,小雨转晴,31,23,东风转西南风,<3级,28日（周日）,多云,33,25,东风转南风,<3级
武汉,2026-06-25,阴转多云,28,22,北风转北风,<3级,26日（明天）,多云,31,20,北风转北风,<3级,27日（后天）,晴,33,23,西北风转东风,<3级,28日（周日）,多云转阴,33,24,东南风转东南风,<3级
南京,2026-06-25,多云,27,19,东北风转西北风,<3级,26日（明天）,阴转多云,28,20,西北风转东风,<3级,27日（后天）,多云,29,21,东风转东风,<3级,28日（周日）,阴转多云,31,23,东风转东风,<3级
重庆,2026-06-25,小雨,28,23,西北风转西北风,<3级,26日（明天）,小雨转阴,27,23,西风转东北风,<3级,27日（后天）,小雨,29,24,西南风转西南风,<3级,28日（周日）,中雨转大雨,25,23,西风转西风,<3级
西安,2026-06-25,阴,30,22,无持续风向转无持续风向,<3级,26日（明天）,多云转晴,33,21,无持续风向转无持续风向,<3级,27日（后天）,晴,36,23,无持续风向转无持续风向,<3级,28日（周日）,小雨,35,24,无持续风向转无持续风向,<3级
