城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-18,雷阵雨,29,21,西南风转东北风,<3级,19日（明天）,多云转雷阵雨,32,22,东南风转东南风,<3级,20日（后天）,雷阵雨转中雨,32,23,西南风转东北风,<3级,21日（周二）,阴转多云,31,23,东风转北风,<3级
上海,2026-07-18,阴转小雨,36,28,西风转西北风,<3级,19日（明天）,中雨转小雨,33,27,东风转西南风,<3级,20日（后天）,小雨,33,27,西南风转西南风,<3级,21日（周二）,小雨转阴,33,28,西南风转南风,<3级
广州,2026-07-18,中雨转雷阵雨,32,26,无持续风向转无持续风向,<3级,19日（明天）,雷阵雨,33,25,无持续风向转无持续风向,<3级,20日（后天）,雷阵雨转多云,32,25,无持续风向转无持续风向,<3级,21日（周二）,雷阵雨转多云,33,25,无持续风向转无持续风向,<3级
深圳,2026-07-18,中雨转雷阵雨,30,26,无持续风向转无持续风向,<3级,19日（明天）,雷阵雨,30,26,无持续风向转无持续风向,<3级,20日（后天）,雷阵雨转多云,31,27,无持续风向转无持续风向,<3级,21日（周二）,雷阵雨转多云,32,26,无持续风向转无持续风向,<3级
成都,2026-07-18,多云,33,23,无持续风向转无持续风向,<3级,19日（明天）,晴,38,24,无持续风向转无持续风向,<3级,20日（后天）,晴,39,25,无持续风向转无持续风向,<3级,21日（周二）,晴,37,24,无持续风向转无持续风向,<3级
杭州,2026-07-18,小雨,36,28,东南风转西南风,<3级,19日（明天）,中雨转小雨,34,25,西风转西南风,<3级,20日（后天）,中雨转小雨,34,25,南风转西南风,<3级,21日（周二）,中雨转多云,32,26,东南风转西南风,<3级
武汉,2026-07-18,中雨转小雨,28,25,西北风转西北风,<3级,19日（明天）,阴,31,25,西南风转西南风,<3级,20日（后天）,阴转阵雨,33,26,西南风转南风,<3级,21日（周二）,阵雨,30,25,东南风转南风,<3级
南京,2026-07-18,小雨,31,25,西风转南风,3-4级,19日（明天）,中雨转大雨,29,24,西南风转北风,<3级,20日（后天）,小雨,29,25,北风转南风,<3级,21日（周二）,小雨,28,25,南风转东南风,<3级
重庆,2026-07-18,多云,36,27,东北风转东南风,<3级,19日（明天）,晴,38,28,西南风转南风,<3级,20日（后天）,晴,39,28,东风转东风,<3级,21日（周二）,晴,39,30,东南风转东风,<3级
西安,2026-07-18,多云转晴,33,22,无持续风向转无持续风向,<3级,19日（明天）,晴,35,21,无持续风向转无持续风向,<3级,20日（后天）,晴,37,24,无持续风向转无持续风向,<3级,21日（周二）,多云,37,25,无持续风向转无持续风向,<3级
