城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-04,雷阵雨转阴,35,23,南风转南风,<3级,5日（明天）,中雨转雷阵雨,30,21,东风转东风,<3级,6日（后天）,雷阵雨,30,22,西南风转北风,<3级,7日（周二）,雷阵雨,31,21,南风转东北风,<3级
上海,2026-07-04,小雨,33,25,西风转南风,<3级,5日（明天）,小雨转中雨,30,25,南风转南风,<3级,6日（后天）,小雨,33,26,西南风转东南风,<3级,7日（周二）,阴,34,26,南风转南风,<3级
广州,2026-07-04,大雨,30,25,东南风转南风,4-5级转3-4级,5日（明天）,大雨转中雨,31,25,南风转无持续风向,3-4级转<3级,6日（后天）,大雨转中雨,30,24,无持续风向转无持续风向,<3级,7日（周二）,中雨转雷阵雨,30,24,南风转无持续风向,3-4级转<3级
深圳,2026-07-04,中雨转大雨,29,26,东南风转南风,4-5级转3-4级,5日（明天）,中雨,30,25,南风转无持续风向,3-4级转<3级,6日（后天）,中雨转大雨,31,25,南风转无持续风向,3-4级转<3级,7日（周二）,雷阵雨,29,26,南风转无持续风向,3-4级转<3级
成都,2026-07-04,多云转晴,33,23,无持续风向转无持续风向,<3级,5日（明天）,多云转晴,34,25,无持续风向转无持续风向,<3级,6日（后天）,多云,35,26,无持续风向转无持续风向,<3级,7日（周二）,多云转晴,37,26,无持续风向转无持续风向,<3级
杭州,2026-07-04,中雨转小雨,35,25,东南风转南风,<3级,5日（明天）,小雨,32,25,西南风转西南风,<3级,6日（后天）,小雨转多云,35,27,南风转南风,<3级,7日（周二）,多云,37,27,东南风转西南风,<3级
武汉,2026-07-04,中雨,28,24,南风转南风,<3级转3-4级,5日（明天）,小雨转阴,30,26,南风转南风,3-4级转<3级,6日（后天）,小雨转大雨,29,24,南风转东风,<3级转3-4级,7日（周二）,中雨转阴,29,24,西南风转西南风,5-6级转<3级
南京,2026-07-04,中雨转大雨,28,24,西南风转南风,3-4级,5日（明天）,中雨转小雨,28,25,西南风转南风,3-4级,6日（后天）,小雨转中雨,31,24,西南风转南风,4-5级转<3级,7日（周二）,小雨,34,24,南风转西南风,3-4级
重庆,2026-07-04,多云,31,24,东南风转北风,<3级,5日（明天）,晴,35,25,东南风转东南风,<3级,6日（后天）,晴,36,26,东北风转东南风,<3级,7日（周二）,多云转晴,35,28,西北风转东风,<3级
西安,2026-07-04,晴,36,24,无持续风向转无持续风向,<3级,5日（明天）,晴,37,25,无持续风向转无持续风向,<3级,6日（后天）,多云转晴,37,24,无持续风向转无持续风向,<3级,7日（周二）,小雨转晴,35,24,无持续风向转无持续风向,<3级
