城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-05-23,多云,25,18,南风转南风,<3级,24日（明天）,多云,28,19,南风转东北风,<3级,25日（后天）,小雨,22,16,东北风转东北风,<3级,26日（周二）,多云,27,17,西南风转西风,<3级
上海,2026-05-23,多云转小雨,30,22,东风转东南风,<3级,24日（明天）,中雨转小雨,27,23,东风转东南风,3-4级转<3级,25日（后天）,中雨,27,23,东南风转南风,<3级,26日（周二）,中雨转小雨,29,22,西南风转北风,3-4级转<3级
广州,2026-05-23,雷阵雨,31,25,无持续风向转无持续风向,<3级,24日（明天）,雷阵雨转多云,33,26,南风转无持续风向,3-4级转<3级,25日（后天）,多云,33,27,无持续风向转无持续风向,<3级,26日（周二）,多云,34,26,无持续风向转无持续风向,<3级
深圳,2026-05-23,多云,31,27,无持续风向转无持续风向,<3级,24日（明天）,多云,31,26,南风转无持续风向,3-4级转<3级,25日（后天）,多云,32,27,南风转无持续风向,3-4级转<3级,26日（周二）,多云,31,27,无持续风向转无持续风向,<3级
成都,2026-05-23,小雨,30,22,无持续风向转无持续风向,<3级,24日（明天）,小雨,30,22,无持续风向转无持续风向,<3级,25日（后天）,小雨,30,21,无持续风向转无持续风向,<3级,26日（周二）,多云转阴,29,21,无持续风向转无持续风向,<3级
杭州,2026-05-23,小雨,31,24,东风转南风,<3级,24日（明天）,大雨转中雨,30,23,西南风转南风,<3级,25日（后天）,小雨转中雨,30,24,东南风转南风,<3级,26日（周二）,中雨,29,23,北风转西风,<3级
武汉,2026-05-23,小雨转中雨,32,24,东南风转东风,<3级,24日（明天）,中雨转大雨,28,23,东南风转东风,<3级,25日（后天）,中雨,32,22,西南风转东北风,3-4级转<3级,26日（周二）,小雨,24,22,北风转北风,<3级
南京,2026-05-23,小雨,30,22,东北风转东风,3-4级,24日（明天）,小雨,28,23,东南风转东南风,3-4级,25日（后天）,大雨转中雨,25,24,东南风转西南风,<3级,26日（周二）,中雨转小雨,29,21,西风转北风,3-4级转<3级
重庆,2026-05-23,小雨转大雨,32,24,东北风转东北风,<3级,24日（明天）,小雨,32,25,东北风转北风,<3级,25日（后天）,小雨,31,24,西风转南风,<3级,26日（周二）,小雨,32,25,西风转北风,<3级
西安,2026-05-23,小雨,26,20,无持续风向转无持续风向,<3级,24日（明天）,小雨转中雨,26,19,无持续风向转无持续风向,<3级,25日（后天）,中雨转多云,25,18,无持续风向转无持续风向,<3级,26日（周二）,小雨,24,18,无持续风向转无持续风向,<3级
