城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-08-06,多云,35,26,南风转北风,<3级,7日（明天）,雷阵雨转多云,34,23,东北风转东风,<3级,8日（后天）,多云转晴,31,20,东北风转东风,<3级,9日（周日）,晴,30,21,东南风转北风,<3级
上海,2026-08-06,多云,34,28,东北风转东北风,<3级,7日（明天）,阴,34,28,东北风转东北风,5-6级,8日（后天）,中雨转小雨,31,26,东北风转东风,6-7级转5-6级,9日（周日）,中雨,29,25,东风转东风,5-6级
广州,2026-08-06,晴,35,26,无持续风向转无持续风向,<3级,7日（明天）,晴转多云,36,27,无持续风向转无持续风向,<3级,8日（后天）,多云,36,27,无持续风向转无持续风向,<3级,9日（周日）,多云,36,27,无持续风向转无持续风向,<3级
深圳,2026-08-06,晴,33,26,无持续风向转无持续风向,<3级,7日（明天）,雷阵雨转多云,34,27,无持续风向转无持续风向,<3级,8日（后天）,多云,35,27,无持续风向转无持续风向,<3级,9日（周日）,多云,34,27,无持续风向转无持续风向,<3级
成都,2026-08-06,阵雨转多云,33,23,无持续风向转无持续风向,<3级,7日（明天）,阵雨转阴,33,23,无持续风向转无持续风向,<3级,8日（后天）,阵雨,32,23,无持续风向转无持续风向,<3级,9日（周日）,多云,33,24,无持续风向转无持续风向,<3级
杭州,2026-08-06,多云转小雨,37,28,东北风转北风,<3级,7日（明天）,小雨转多云,35,28,北风转北风,<3级,8日（后天）,大雨转中雨,33,24,北风转东北风,<3级,9日（周日）,大雨,29,24,东风转东风,<3级
武汉,2026-08-06,阴转晴,34,27,北风转北风,<3级,7日（明天）,多云转晴,36,28,东北风转北风,<3级,8日（后天）,晴,35,27,东北风转北风,<3级,9日（周日）,阵雨转多云,34,26,北风转北风,3-4级转4-5级
南京,2026-08-06,多云,35,27,东北风转东北风,3-4级转<3级,7日（明天）,多云,35,28,东北风转北风,3-4级转4-5级,8日（后天）,小雨,34,25,东北风转东北风,4-5级,9日（周日）,小雨,31,25,东北风转东北风,5-6级转4-5级
重庆,2026-08-06,多云,36,26,北风转西南风,<3级,7日（明天）,小雨,35,26,西风转南风,<3级,8日（后天）,小雨,35,26,北风转西南风,<3级,9日（周日）,小雨,34,26,西北风转西北风,<3级
西安,2026-08-06,中雨,29,22,无持续风向转无持续风向,<3级,7日（明天）,多云转小雨,30,23,无持续风向转无持续风向,<3级,8日（后天）,小雨转晴,29,23,无持续风向转无持续风向,<3级,9日（周日）,晴,28,22,无持续风向转无持续风向,<3级
