城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-09-04,晴转多云,32,20,南风转南风,<3级,5日（明天）,晴,31,20,南风转东南风,<3级,6日（后天）,多云转阴,30,20,南风转南风,<3级,7日（周一）,小雨,29,15,东风转北风,<3级
上海,2026-09-04,小雨转阴,31,26,北风转北风,<3级,5日（明天）,小雨,31,26,东北风转东北风,<3级,6日（后天）,小雨转多云,30,25,北风转北风,<3级,7日（周一）,多云,30,24,北风转西北风,<3级
广州,2026-09-04,多云,29,24,无持续风向转无持续风向,<3级,5日（明天）,雷阵雨转多云,32,24,无持续风向转无持续风向,<3级,6日（后天）,晴转多云,32,24,无持续风向转无持续风向,<3级,7日（周一）,雷阵雨转多云,33,24,无持续风向转无持续风向,<3级
深圳,2026-09-04,多云,30,24,无持续风向转无持续风向,<3级,5日（明天）,雷阵雨,31,25,无持续风向转无持续风向,<3级,6日（后天）,雷阵雨,32,26,无持续风向转无持续风向,<3级,7日（周一）,雷阵雨转多云,32,25,无持续风向转无持续风向,<3级
成都,2026-09-04,多云转晴,32,22,无持续风向转无持续风向,<3级,5日（明天）,晴,33,23,无持续风向转无持续风向,<3级,6日（后天）,阵雨转多云,32,24,无持续风向转无持续风向,<3级,7日（周一）,多云转阴,31,23,无持续风向转无持续风向,<3级
杭州,2026-09-04,多云转小雨,31,24,北风转北风,<3级,5日（明天）,阴转晴,31,23,北风转北风,<3级,6日（后天）,晴转小雨,30,23,北风转北风,<3级,7日（周一）,晴转小雨,29,23,北风转北风,<3级
武汉,2026-09-04,多云,28,20,东北风转东北风,<3级,5日（明天）,晴,31,21,东北风转东北风,<3级,6日（后天）,晴,32,21,东北风转东北风,<3级,7日（周一）,多云,32,21,南风转东风,<3级
南京,2026-09-04,多云,28,22,北风转北风,3-4级转<3级,5日（明天）,多云转阴,29,22,北风转东北风,3-4级,6日（后天）,晴,28,19,北风转北风,3-4级转<3级,7日（周一）,晴,27,19,北风转北风,<3级
重庆,2026-09-04,晴,34,27,东北风转西风,<3级,5日（明天）,晴,36,27,南风转南风,<3级,6日（后天）,晴,37,26,东南风转东南风,<3级,7日（周一）,多云转晴,37,27,东南风转东风,<3级
西安,2026-09-04,晴,29,22,无持续风向转无持续风向,<3级,5日（明天）,晴,32,23,无持续风向转无持续风向,<3级,6日（后天）,晴转多云,31,19,无持续风向转无持续风向,<3级,7日（周一）,小雨,31,19,无持续风向转无持续风向,<3级
