城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-16,多云,34,23,北风转西南风,<3级,17日（明天）,多云,32,22,西南风转南风,<3级,18日（后天）,雷阵雨转阴,29,22,西南风转东北风,<3级,19日（周日）,多云,30,23,南风转南风,<3级
上海,2026-07-16,阴,38,30,西风转南风,<3级,17日（明天）,阴,37,28,西风转南风,<3级,18日（后天）,小雨,35,27,西风转西风,<3级,19日（周日）,中雨转小雨,32,26,西风转南风,<3级
广州,2026-07-16,中雨转雷阵雨,30,24,无持续风向转无持续风向,<3级,17日（明天）,雷阵雨,31,25,无持续风向转无持续风向,<3级,18日（后天）,雷阵雨,33,25,无持续风向转无持续风向,<3级,19日（周日）,雷阵雨,33,26,无持续风向转无持续风向,<3级
深圳,2026-07-16,中雨转大雨,29,24,无持续风向转无持续风向,<3级,17日（明天）,大雨转中雨,30,26,无持续风向转无持续风向,<3级,18日（后天）,雷阵雨,31,26,无持续风向转无持续风向,<3级,19日（周日）,中雨转雷阵雨,31,26,无持续风向转无持续风向,<3级
成都,2026-07-16,雷阵雨转大雨,38,25,无持续风向转无持续风向,<3级,17日（明天）,多云转阴,34,24,无持续风向转无持续风向,<3级,18日（后天）,多云,33,23,无持续风向转无持续风向,<3级,19日（周日）,晴,37,23,无持续风向转无持续风向,<3级
杭州,2026-07-16,多云,38,29,东南风转西南风,<3级,17日（明天）,多云,38,29,南风转西南风,<3级,18日（后天）,小雨,37,27,南风转西南风,<3级,19日（周日）,中雨转小雨,32,26,东北风转西风,<3级
武汉,2026-07-16,阴,36,30,南风转南风,<3级,17日（明天）,阴转大雨,35,25,西南风转西北风,3-4级转<3级,18日（后天）,小雨转阴,28,25,北风转西北风,<3级,19日（周日）,阴,30,25,西北风转西风,<3级
南京,2026-07-16,多云,35,28,西南风转北风,3-4级转<3级,17日（明天）,阴转小雨,35,27,西南风转西南风,4-5级转<3级,18日（后天）,小雨,31,25,西风转北风,3-4级转<3级,19日（周日）,小雨转阴,30,24,东北风转东北风,<3级
重庆,2026-07-16,晴转多云,41,28,东南风转东南风,<3级,17日（明天）,小雨转中雨,33,27,西风转西南风,<3级,18日（后天）,阴,31,27,西北风转南风,<3级,19日（周日）,多云转晴,35,27,南风转东南风,<3级
西安,2026-07-16,中雨,34,23,无持续风向转无持续风向,<3级,17日（明天）,阴,32,22,无持续风向转无持续风向,<3级,18日（后天）,多云,34,22,无持续风向转无持续风向,<3级,19日（周日）,晴,35,21,无持续风向转无持续风向,<3级
