城市,爬取日期,今日天气,今日最高温(℃),今日最低温(℃),今日风向,今日风力,第1日日期,第1日天气,第1日最高温(℃),第1日最低温(℃),第1日风向,第1日风力,第2日日期,第2日天气,第2日最高温(℃),第2日最低温(℃),第2日风向,第2日风力,第3日日期,第3日天气,第3日最高温(℃),第3日最低温(℃),第3日风向,第3日风力
北京,2026-07-13,晴,33,23,东北风转西北风,<3级,14日（明天）,多云转晴,34,22,西南风转西南风,<3级,15日（后天）,晴,35,23,西南风转西南风,<3级,16日（周四）,晴转多云,34,24,东北风转南风,<3级
上海,2026-07-13,阴转小雨,34,28,南风转西南风,3-4级转<3级,14日（明天）,多云,37,28,西南风转西南风,<3级,15日（后天）,多云转阴,37,28,西风转西南风,<3级,16日（周四）,小雨转阴,35,29,西风转西风,<3级
广州,2026-07-13,小雨转阴,36,26,无持续风向转无持续风向,<3级,14日（明天）,大雨转雷阵雨,29,25,无持续风向转无持续风向,<3级,15日（后天）,中雨转雷阵雨,31,26,无持续风向转无持续风向,<3级,16日（周四）,雷阵雨,33,26,无持续风向转无持续风向,<3级
深圳,2026-07-13,小雨转中雨,33,26,无持续风向转无持续风向,<3级,14日（明天）,大雨转中雨,29,25,无持续风向转无持续风向,<3级,15日（后天）,中雨,30,26,无持续风向转无持续风向,<3级,16日（周四）,雷阵雨,31,26,无持续风向转无持续风向,<3级
成都,2026-07-13,晴转多云,36,27,无持续风向转无持续风向,<3级,14日（明天）,雷阵雨转阵雨,37,25,无持续风向转无持续风向,<3级,15日（后天）,多云转阵雨,37,26,无持续风向转无持续风向,<3级,16日（周四）,多云转小雨,35,25,无持续风向转无持续风向,<3级
杭州,2026-07-13,小雨转多云,33,26,西南风转南风,<3级,14日（明天）,晴转多云,37,28,南风转西南风,<3级,15日（后天）,小雨转多云,37,29,东南风转西南风,<3级,16日（周四）,小雨转多云,38,29,东南风转西南风,<3级
武汉,2026-07-13,多云,35,29,西南风转东南风,<3级,14日（明天）,多云,37,30,南风转南风,<3级,15日（后天）,多云,37,30,南风转南风,<3级,16日（周四）,多云,36,30,南风转南风,<3级
南京,2026-07-13,中雨转小雨,28,26,西南风转西南风,6-7级转4-5级,14日（明天）,阴转多云,34,27,西南风转南风,3-4级转<3级,15日（后天）,多云转阴,34,28,西南风转西南风,3-4级转<3级,16日（周四）,阴,34,27,西南风转西南风,3-4级转<3级
重庆,2026-07-13,晴,39,28,东南风转东南风,<3级,14日（明天）,晴,40,30,南风转东南风,<3级,15日（后天）,晴,40,30,南风转东南风,<3级,16日（周四）,多云转阴,39,31,东南风转东风,<3级
西安,2026-07-13,晴,35,25,无持续风向转无持续风向,<3级,14日（明天）,小雨,36,25,无持续风向转无持续风向,<3级,15日（后天）,小雨,34,25,无持续风向转无持续风向,<3级,16日（周四）,小雨转中雨,35,22,无持续风向转无持续风向,<3级
