rank,title,rating,rating_count,release_info,summary,url
1,后室,,,2026-05-27(中国台湾) / 2026-05-29(美国) / 2026(中国大陆) / 切瓦特·埃加福 / 雷娜特·赖因斯夫 / 芬恩·本尼特 / 卢基塔·麦克斯韦尔 / 马克·杜普拉斯 / 阿万·乔贾 / 罗伯特·博布罗茨基 / 安珀·安布罗斯 / 克丽丝塔·科索宁 / 菲利普·格兰杰...,深陷困境的克拉克（切瓦特·埃加福 饰）意外切入名为“后室”的神秘空间，在这里一切物理规则崩塌，只有漫无边际的黄色房间，没有终点也没有出路。心理医生玛丽（雷娜特·赖因斯夫 饰）为寻回克拉克意外踏入此地，在这片异常空间中，随着心理防线的崩塌，未知的恐惧与实体也在一步步向他们靠近……影片脱胎于导演凯恩·帕森斯打造的现象级惊悚短片「后室」。,https://movie.douban.com/subject/36235977/
2,痴迷,7.7,8853人评价,2025-09-05(多伦多电影节) / 2026-05-15(美国) / 2026(中国大陆) / 迈克尔·约翰斯顿 / 印达·纳瓦雷特 / 库珀·汤姆林森 / 梅根·劳利斯 / 安迪·里克特 / 黑莉·菲茨杰拉德 / 达林·图恩德 / 克洛伊·布林 / 安东尼·帕沃内 / 贾斯蒂斯 / 美国 / 库里·巴克...,为了赢得心上人的芳心，一个痴情的浪漫主义者折断了神秘的“许愿柳”，发现自己如愿以偿，但很快便意识到，有些愿望背后隐藏着黑暗而险恶的代价。,https://movie.douban.com/subject/37450627/
3,大濛,7.9,9983人评价,2025-11-06(台北金马影展) / 2025-11-27(中国台湾) / 方郁婷 / 柯炜林 / 汤毓绮 / 曾敬骅 / 陈以文 / 蔡昌宪 / 陈竹升 / 詹馥瑄 / 胡智强 / 陈俊成 / 中国台湾 / 陈玉勋 / 134分钟 / 剧情 / 陈玉勋 Yu-Hsun Chen / 汉语普通话 / 闽南语 / 粤语,1954年，一个15岁女孩，听闻哥哥在台北被枪毙的消息，独自搭火车从嘉义到台北，不顾一切后果，只为带哥哥回家。她懵懂无知初到台北，意外下被来自广东、思乡而归不得的三轮车夫所救。两个没有血缘关系的人，因为缘分变成患难之交，展开一段为筹措赎尸费，而赌上性命的旅程。,https://movie.douban.com/subject/36680492/
4,杀木池,5.4,9146人评价,2026-04-08(韩国) / 金惠奫 / 李钟圆 / 金准韩 / 金永声 / 吴东旻 / 尹在灿 / 张多雅 / 全昭仙 / 崔叡允 / 薛允芝 / 韩国 / 李相玟 / 95分钟 / 杀木池 / 惊悚 / 恐怖 / 韩语,街景地图PD秀仁带领团队，前往传闻诡异的杀木池水库补拍路段画面——此前素材中莫名出现了无法解释的人形。团队必须在当天完成重拍，可踏入水库区域后，怪事接连发生：镜头捕捉到无人的身影，失踪的前辈突然现身，水下传来若有似无的低语。夜幕降临，信号逐渐消失，成员们接连遭遇离奇状况，黑暗的水库深处，似乎有什么东西正循着水声，向他们缓缓靠近。,https://movie.douban.com/subject/37233517/
5,金谍行动,6.1,3331人评价,2026-05-15(美国) / 亨利·卡维尔 / 杰克·吉伦哈尔 / 艾莎·冈萨雷斯 / 卡洛斯·巴登 / 克里斯蒂安·奥乔亚·拉维尼亚 / 埃米特·J·斯坎伦 / 裴淳华 / 费舍·史蒂芬斯 / 克里斯托弗·海维尤 / 科乔·阿塔 / 英国 / 美国 / 盖·里奇 / 98分钟 /...,金融公司遭十亿恶意贷款，首次讨要无果后，讨债公司老板瑞秋挺身而出。她集结布朗克和席德组成一支精英小队，成功夺取硬盘数据，锁定债主曼尼的隐秘资产。随后，小队展开一连串精密操作，曼尼的资产帝国被迫冻结，而曼尼也终于现身谈判同意还钱。但当曼尼付清了债款，金融公司却迟迟未将曼尼的资产归还，气急败坏的曼尼将瑞秋擒获试图进行要挟。精英小队是否能成功将瑞秋救出，而曼尼又将受到怎样的恐怖惩罚呢？,https://movie.douban.com/subject/36396335/
6,女士优先,6.3,9801人评价,2026-05-22(美国网络) / 萨莎·拜伦·科恩 / 裴淳华 / 汤姆·戴维斯 / 艾米莉·莫迪默 / 韦鲁切·欧皮亚 / 查尔斯·丹斯 / 费奥纳·肖 / 理查德·E·格兰特 / 雷德·滕南特 / 凯瑟琳·亨特 / 美国 / 西娅·夏罗克 / 90分钟 / 女士优先 / 喜剧 / 爱情...,达米安（萨莎·拜伦·科恩饰）似乎拥有一切：金钱、权力，以及源源不断的艳遇。正当他准备晋升为一家顶尖广告公司的首席执行官时，一场噩梦让他的生活彻底颠覆：他醒来发现自己身处一个由女性主宰的平行世界。曾经叱咤风云的他，如今却发现自己处境艰难，不得不与强势无畏的艾莉克斯（裴淳华饰）正面交锋。规则改变，艾莉克斯如日中天，两人展开了一场大胆的较量。这部轻松诙谐、讽刺意味十足的喜剧讲述当性别角色被彻底颠覆时会发生什么。,https://movie.douban.com/subject/37067461/
7,幽旅巫咒,6.1,5202人评价,2026-03-14(西南偏南电影节) / 2026-05-01(美国) / 亚当·斯科特 / 大卫·威尔莫特 / 奥斯丁·阿梅里奥 / 弗洛伦丝·奥德什 / 彼得·库南 / 布伦丹·康罗伊 / 迈克尔·帕特里克 / 威尔·奥康纳 / Sioux Carroll / 埃兹拉·卡莱尔 / 爱尔兰 / 美国 / 达米安·麦卡锡...,性格孤僻、不近人情的小说家欧姆·鲍曼（亚当·斯科特 饰）带着父母骨灰，来到偏远阴郁的爱尔兰乡间，重返父母曾经最幸福的地方。他入住父母当年度蜜月的古老旅馆，却被旅馆员工告知，这间旅馆流传着一则禁忌传说，有一位古老女巫，长期徘徊在“蜜月套房”，而那间套房早就被封锁并列为禁区，所有人都被警告绝对不能靠近。起初，欧姆对此不以为意，但当旅馆出现离奇失踪事件，他也逐渐产生诡异幻觉，仿佛那个传说正渗入他的思绪，将他一步步拖入潜伏着超自然能量的噩梦深渊……,https://movie.douban.com/subject/37226826/
8,世界的主人,9.1,124966人评价,2025-09-07(多伦多电影节) / 2025-10-22(韩国) / 徐粹彬 / 张慧珍 / 金郑植 / 姜彩允 / 李宰锡 / 朴知玧 / 金艺昶 / 高旻示 / 白贤珠 / 卞重熙 / 韩国 / 尹佳恩 / 119分钟 / 世界的主人 / 剧情 / 尹佳恩 Ga-eun Yoon / 韩语,开朗的17岁少女珠仁（徐粹彬 饰）因拒绝参与抵制性侵罪犯出狱的校园联名请愿，被迫揭开童年往事。在舆论非议中，她拒绝被标签定义，在破碎家庭、校园风波与内心阴影中完成自我和解与生命重建。一部兼具社会深度与人文温度的青春成长佳作。导演尹佳恩跳出悲情控诉和复仇叙事，以克制细腻的日常镜头呈现创伤幸存者最真实的生存状态——不渲染痛苦、不放大罪恶，只凝视这个少女如何带着伤痕继续前行。片名即宣言：伤痛无法抹去，但人生主导权始终掌握在自己手中。本片荣获第62届百想艺术大赏电影部门最佳导演及最佳新人女演员奖。,https://movie.douban.com/subject/37116612/
9,群体,6.4,5689人评价,2026-05-15(戛纳电影节) / 2026-05-21(韩国) / 全智贤 / 具教焕 / 池昌旭 / 申铉彬 / 金新绿 / 高洙 / 李淡熙 / 韩国 / 延尚昊 / 122分钟 / 群体 / 恐怖 / 延尚昊 Sang-ho Yeon / 韩语,影片讲述了因不明感染事件而被封锁的建筑内，孤立无援的幸存者们对抗以无法预测形态进化的感染者的故事。,https://movie.douban.com/subject/37096700/
10,爱情抓马,6.9,38644人评价,2026-04-01(法国) / 2026-04-02(中国台湾) / 2026-04-03(美国) / 赞达亚 / 罗伯特·帕丁森 / 阿拉娜·哈伊姆 / 马莫多·阿西 / 海利·盖茨 / 西德妮·莱蒙 / 汉娜·格罗斯 / 安娜·巴瑞辛尼科夫 / 乔丁·库雷特 / 迈克尔·阿伯特 / 美国 / 克里斯托弗·博格利...,婚礼前几天，一对情侣无意中发现彼此的秘密，亲密关系面临考验，令结婚计划骤然生变。暗黑秘密如何一发不可收拾？各种反应又引致怎样翻天覆地的后果？原定又浪漫又幸福的结婚计划，还可以进行吗？,https://movie.douban.com/subject/36995126/
