rank,title,rating,rating_count,release_info,summary,url
1,怒之杀,,,2026-08-19(中国台湾) / 2026-08-21(美国) / 2026-09-04(中国大陆) / 杰森·斯坦森 / 安娜贝拉·沃丽丝 / 阿纳斯·费达拉维修斯 / 艾德里安·莱斯特 / 罗兰·默勒 / 钱尼尔·库勒 / 李·查尔斯 / 汤姆·克里斯蒂安 / 杰森·王 / 史蒂文·布拉德斯 / 英国...,科尔·里德（杰森·斯坦森 饰）是富豪蒂布（阿蒙·蒂卡拉姆 饰）的贴身保镖，但一场意外袭击让蒂布丧命，科尔也被诬陷为凶手，全境通缉。恩人被杀、自己蒙冤，科尔带着满腔愤怒，只身闯入远洋货轮开启一秒收割一命的硬核复仇，又意外揭开了一个骇人听闻的阴谋……怒火点燃大海，货轮成为血色牢笼，一场避无可避的厮杀即将展开！,https://movie.douban.com/subject/36889088/
2,激情邀约,7.4,12780人评价,2026-01-24(圣丹斯电影节) / 2026-06-26(美国) / 塞斯·罗根 / 奥利维亚·王尔德 / 佩内洛普·克鲁兹 / 爱德华·诺顿 / 雷切尔·图洛夫 / 马里奥·瓦尔迪兹 / 美国 / 奥利维亚·王尔德 / 107分钟 / 激情邀约 / 剧情 / 喜剧 / 爱情 / 西斯科·盖伊 Cesc...,改编自2020年西班牙电影《多愁善感》。一对结婚多年的夫妇婚姻出了问题，一天碰巧邀请楼上性观念开放的邻居来家做客，这一夜充满意想不到的转折，逐渐揭示他们内心深处压抑的情感和未曾探索过的性取向。,https://movie.douban.com/subject/35801126/
3,火遮眼,7.6,184142人评价,2025-09-06(多伦多电影节) / 2026-06-11(中国大陆) / 2026-06-12(美国/中国香港) / 谢苗 / 林科灯 / 杨恩又 / 黎唯 / 雅彦·鲁伊安 / 杰佳·亚宁 / 岩永丞威 / 萨哈贾克·波斯安吉特 / 玛娜莎楠·潘叻翁固 / 郭峻卿 / 中国香港 / 中国大陆 / 谷垣健治...,东南亚某处，失语维修工王伟（谢苗 饰）因女儿雨晴（杨恩又 饰）失踪觉醒猎杀本能。他联手寻妻记者纳文（林科灯 饰）组成生死同盟，在连番血战中死斗黑暗组织打手大块头（黎唯 饰）与嗜血杀手阿德（雅彦·鲁伊安 饰）一众人等。怒火遮眼，鲜血开路，从血肉翻飞的街头混战，到拳拳断骨的室内死斗，一场又一场血腥残暴的生死拼杀连番上演，与此同时雨晴也在魔窟中用父亲教的功夫自救。随着二人深入敌营，真相直指背后更庞大的黑恶势力。,https://movie.douban.com/subject/36877245/
4,夜王,7.8,118104人评价,2026-02-17(中国香港) / 2026-02-20(中国大陆) / 黄子华 / 郑秀文 / 王丹妮 / 廖子妤 / 杨伟伦 / 谢君豪 / 卢镇业 / 何启华 / 杨偲泳 / 谭旻萱 / 中国大陆 / 中国香港 / 吴炜伦 / 133分钟 / 162分钟(导演剪辑版) / 剧情 / 喜剧 / 吴炜伦 Wai Lun Ng / 何妙祺...,尖东“夜场传奇”欢哥（黄子华 饰）万万没想到，中年最大危机是被收购，空降新上司竟是自己的霸道前妻V姐（郑秀文 饰）。前妻变上司，夜场秒变修罗场，欢哥和团队成员为保饭碗，花招频出，却发现背后是更大的资本收割棋局。夜场灭灯在即，昔日冤家从“互怼”变“盟友”，与东日仝人使出浑身离谱解数，誓与资本硬杠到底！一场爆笑逆袭之战，即将开打......,https://movie.douban.com/subject/37375594/
5,蔷薇修剪术,5.4,3318人评价,2026-02-14(柏林电影节) / 2026-04-23(德国) / 2026-07-10(英国) / 卡勒姆·特纳 / 艾丽·范宁 / 杰米·贝尔 / 丽莉·吉欧 / 卢卡斯·盖奇 / 帕米拉·安德森 / 崔西·莱茨 / 埃伦娜·安纳亚 / 欧格斯·斯特凡纳科斯 / 希拉·克维多 / 德国 / 意大利 / 西班牙...,在加泰罗尼亚阳光下的一座豪华别墅里，美国兄妹杰克、艾德、安娜和罗伯特沉溺于与世隔绝的生活和继承的巨额财富，对失明父亲的要求置之不理，在彼此之间以及他们最新款的名牌服饰中寻求爱与认同。当作为家中支柱的大哥杰克宣布要搬去和女友玛莎同住时，血缘关系就此断裂，艾德被迫揭开母亲死亡的真相。代代相传的谎言开始瓦解，这个家庭的根基也逐渐崩塌。,https://movie.douban.com/subject/36419426/
6,耳语者,,,2026-08-28(美国网络) / 哈米什·林克莱特 / 米歇尔·莫纳汉 / 罗伯特·德尼罗 / 亚当·斯科特 / 迈克尔·基顿 / 约翰·卡洛·林奇 / 欧文·提格 / 雅各布·伯格 / 威尔·伯瑞 / 玛瑞娜·卡贝洛 / 美国 / 詹姆斯·阿什克罗夫特 / 111分钟 / 耳语者...,影片改编自亚历克斯·诺斯所著畅销小说，聚焦一名丧妻的犯罪小说作家在8岁儿子遭到绑架后，向平时关系疏远的退休警探父亲求助，却发现绑架案竟和几十年前一桩犯人已经定罪的连续杀人案有关，而当时的凶手有“耳语者”之称。,https://movie.douban.com/subject/37228429/
7,欢迎再次登录,,,2026-08-13(中国大陆网络) / 贾静雯 / 白客 / 曹丹妮 / 孙美林 / 王乐夫 / 李嘉琪 / 李雨晴 / 中国大陆 / 洪亮 / 96分钟 / 犯罪 / 悬疑 / 洪亮 Hong Liang / 何闽强 / 常智荣 / 宇敏 Min Yu / 梧桐 Wutong / 汉语普通话,两个未知身份的男女，一场密闭空间下的网络直播审判，一次死亡与真相之间的极限逃生……,https://movie.douban.com/subject/36251766/
8,牢笼鬼魂,6.6,3701人评价,2026-02-13(柏林电影节) / 2026-04-16(印度尼西亚) / 阿比马纳·阿亚萨亚 / 阿尔曼佐·科诺拉尔马 / 阿明·苏甘迪 / 阿斯文迪·贝宁·斯瓦拉 / 博朗·帕拉雷 / 迪马斯·达南·苏里约内戈罗 / 德瓦·达雅纳 / 恩迪·阿菲安 / 法伊兹·维沙尔 / 法雷尔·拉菲斯基...,拉布安安萨纳是全国恶名昭彰的重刑监狱，帮派厮杀、狱警贪腐早已是日常，囚犯在暴力压迫里苟且求生。年轻记者迪马斯因涉嫌杀害上司入狱，被分到鱼龙混杂的C监区，以安戈罗为首的帮派和敌对势力常年水火不容。自迪马斯入狱后，监区内接连爆发惨绝人寰的诡异命案，死者惨遭肢解扭曲，被布置成充满仪式感的病态艺术装置。无形的恶灵专挑负能量深重的人下手，恐慌在密闭高墙内急速蔓延。原本拼得你死我活的帮派仇敌、贪腐暴虐的狱警管理层，被迫放下所有仇怨结成同盟，在接连不断的血腥屠杀中追查恶灵的根源，在不见天日的牢笼里争夺一线生机。,https://movie.douban.com/subject/36146114/
9,挽救计划,8.6,538908人评价,2026-03-18(中国台湾) / 2026-03-20(美国/中国大陆) / 瑞恩·高斯林 / 桑德拉·惠勒 / 詹姆斯·奥尔蒂斯 / 莱昂内尔·博伊斯 / 梁振邦 / 米拉娜·薇恩翠 / 普里亚·坎萨拉 / 利兹·金斯曼 / 马拉基·卡比 / 梅丽尔·斯特里普 / 美国 / 菲尔·罗德...,太阳正在被“吃”掉，绝望吞噬地球。一名“平凡”的中学教师格雷斯（瑞恩·高斯林 饰）背负全人类的希望，踏上“太空不归路”。末路孤旅中，他意外遇到一位外星萌友，一个同样身陷绝境的外星工程师，这对“宇宙搭子”成了两个文明最后的救命稻草。他们能否在资源紧缺的情况下攻克重重科学谜 题，寻回唯一的希望火种？影片改编自安迪·威尔的同名畅销科幻小说。,https://movie.douban.com/subject/35010610/
10,阳光女子合唱团,7.3,31187人评价,2025-11-18(台北金马影展) / 2025-12-31(中国台湾) / 2026-04-04(中国大陆) / 陈意涵 / 翁倩玉 / 钟欣凌 / 安心亚 / 孙淑媚 / 苗可丽 / 陈庭妮 / 何曼希 / 陈姿陵 / 曾恺玹 / 中国台湾 / 林孝谦 / 134分钟 / 阳光女子合唱团 / 剧情 / 吕安弦 Hermes Lü /...,故事讲述了李惠贞（陈意涵 饰）在狱中生下了女儿芸熙，却因故不得不和她分离。为了给即将离开的女儿留下美好回忆，惠贞决定组建一支合唱团。在排练与相处的过程中，不完美的她们彼此治愈，与过往和解，在爱与歌声中找到希望。,https://movie.douban.com/subject/37193250/
