rank,title,rating,rating_count,release_info,summary,url
1,年会不能停！2,6.7,87550人评价,2026-08-01(中国大陆) / 张若昀 / 白客 / 高叶 / 大鹏 / 庄达菲 / 孙艺洲 / 田雨 / 王耀庆 / 李乃文 / 李晨 / 中国大陆 / 董润年 / 2026-07-24 21:00 / 125分钟 / 喜剧 / 董润年 Runnian Dong / 应萝佳 Luojia Ying / 汉语普通话,“缺心眼”刘奔（张若昀 饰）拼命冲业绩，功劳却只给会拍马屁的同事。“没脾气”马杰（白客 饰）被降职并分配到分公司，只求苟住养家糊口。两个倒霉蛋“刘马组合”在命运的安排下于“包子铺”相遇，命运扔来一张“无限流体验卡”：只要不成，时间倒带，重回原点。马屁精抢走了我的功劳？重来！领导给不干活的人升职？重来！可这场掀桌狂欢，到底有没有终点与答案？职场背后真正的“黑幕”又是什么？,https://movie.douban.com/subject/36850814/
2,奥德赛,8.3,58085人评价,2026-07-16(中国香港) / 2026-07-17(美国) / 2026-08-14(中国大陆) / 马特·达蒙 / 汤姆·霍兰德 / 安妮·海瑟薇 / 罗伯特·帕丁森 / 查理兹·塞隆 / 赞达亚 / 萨曼莎·莫顿 / 约翰·雷吉扎莫 / 露皮塔·尼永奥 / 艾利奥特·佩吉 / 美国 / 英国 / 克里斯托弗·诺兰...,改编自同名荷马史诗，讲述奥德修斯（马特·达蒙 饰）的故事，以及他在特洛伊战争后10年的回家之旅。,https://movie.douban.com/subject/36808876/
3,群星闪耀时,7.4,64472人评价,2026-06-20(上海国际电影节) / 2026-07-25(中国大陆) / 黄渤 / 吴磊 / 高叶 / 孙阳 / 李乃文 / 郭涛 / 杨新鸣 / 杜志国 / 沈月 / 吴彦姝 / 中国大陆 / 章笛沙 / 131分钟 / 129分钟(电影节版) / 剧情 / 科幻 / 胡晓曦 Xiaoxi Hu / 章笛沙 Disha Zhang / 汉语普通话...,2035年，三名中国航天员在返回地球途中突遇险情，与地面指挥中心彻底失去联系。就在希望破灭的绝境中，意外收到一条来自1970的神秘信号，他们该如何求救？隔着65年的科技鸿沟，过去能否拯救未来……,https://movie.douban.com/subject/35875462/
4,群体,6.1,29913人评价,2026-05-15(戛纳电影节) / 2026-05-21(韩国) / 全智贤 / 具教焕 / 池昌旭 / 申铉彬 / 金新绿 / 高洙 / 李仲玉 / 李玄均 / 金炯默 / 黄在烈 / 韩国 / 延尚昊 / 122分钟 / 群体 / 动作 / 科幻 / 悬疑 / 惊悚 / 延尚昊 Sang-ho Yeon / 韩语,影片讲述了因不明感染事件而被封锁的建筑内，孤立无援的幸存者们对抗以无法预测形态进化的感染者的故事。,https://movie.douban.com/subject/37096700/
5,寒战1994,7.0,133655人评价,2026-05-01(中国大陆) / 吴彦祖 / 刘俊谦 / 吴慷仁 / 谢君豪 / 王丹妮 / 廖子妤 / 艾丹·吉伦 / 休·博纳维尔 / 周润发 / 郭富城 / 中国香港 / 中国大陆 / 梁乐民 / 117分钟 / 寒战1994 / 剧情 / 动作 / 犯罪 / 梁乐民 Lok Man Leung / 张飞帆 / 何亮瑜...,2017年，李文彬（梁家辉 饰）突然失踪，与此同时，蔡元祺在英国惨遭暗杀。为此，刘杰辉（郭富城 饰）向简奥伟（周润发 饰）寻求协助，开启了一份1994年的神秘档案。1994年，香港回归前夕，政治部即将解散。一宗富商绑架案，让热血正义的李文彬（刘俊谦 饰）与冷血野心家蔡元祺（吴彦祖 饰），在警界掀起一场暗潮涌动的权力较量。英方、警队、富商、黑道四方势力卷入其中互相博弈，香港迎来了新一轮权力洗牌，并为2017年的寒战风波埋下了伏笔。,https://movie.douban.com/subject/36857924/
6,10间敢死队,6.7,38258人评价,2026-04-17(北京国际电影节) / 2026-05-01(中国大陆) / 蒋龙 / 齐溪 / 杨超越 / 王子川 / 张弛 / 曹炳琨 / 黄毅 / 叶泉希 / 倪大红 / 蔡明 / 中国大陆 / 陈思诚 / 回子捷 / 120分钟 / 剧情 / 喜剧 / 陈思诚 Sicheng Chen / 谭丽莹 Liying Tan / 六兽 Xiaoyu Shi...,医院走廊尽头的10号房是一个特别的存在，别看这里住着的都是重症病人，但却每天欢声笑语热闹非凡。而故事就从章小兵（蒋龙 饰）跳楼未遂的那天开始讲起……当一个一心求死的人，遇上一群拼命想活的人，他在这份滚烫的生命力里豁然醒悟——勇敢活！放肆笑！,https://movie.douban.com/subject/37379599/
7,永远心跳漏一拍,7.4,4504人评价,2026-07-17(英国网络) / 基特·康纳 / 乔·洛克 / 安娜·麦克西维尔·马丁 / 约瑟夫·巴德拉玛 / 雅斯敏·芬尼 / 杰克·巴顿 / 高鑫 / 瑞亚·诺伍德 / 托比·多诺万 / 奥利弗·莫尔特曼 / 英国 / 沃什·韦斯特摩兰 / 114分钟 / 永远心跳漏一拍 /...,尼克（基特·康纳 Kit Connor 饰）和查理（乔·洛克 Joe Locke 饰）仍然形影不离，但尼克即将离家去上大学，而查理在学校有了独立新生活，远距离恋爱的现实问题开始让他们倍感沉重。猜疑在心中滋长，两人的关系面临迄今最大的考验。与此同时，他们的好友也各自面临爱情与友情的起起落落，在学习成长与放下的过程中尝尽苦乐参半的滋味。初恋真能持续到永远吗？,https://movie.douban.com/subject/37326018/
8,今晚正好,6.0,18722人评价,2026-04-19(北京国际电影节) / 2026-05-22(中国大陆) / 马思纯 / 陈昊森 / 张艺凡 / 宋洋 / 温茉言 / 吕星辰 / 中国大陆 / 赵八斗 / 102分钟 / 剧情 / 喜剧 / 爱情 / 赵八斗 Badou Zhao / 汉语普通话,限定一夜的关系，能进展到哪一步？一段关系从见色起意开始，天亮之前却发现自己真心失守。设计师徐秋（马思纯 饰）意外邂逅了作家陈宇宙（陈昊森 饰）。夜色下，这对都市男女穿行于北京的街头巷尾，他们一边清醒一边上头，一边戒备一边期待。从试探到坦诚，暧昧拉扯间，开启了一场关于爱与欲的冒险。,https://movie.douban.com/subject/37317133/
9,超级少女,5.1,18584人评价,2026-06-24(中国台湾) / 2026-06-26(美国) / 2026-06-26(中国大陆) / 米莉·阿尔柯克 / 伊芙·雷德利 / 杰森·莫玛 / 马提亚斯·修奈尔 / 大卫·科伦斯韦 / 大卫·克朗姆霍茨 / 艾米丽·比查姆 / 迪尔梅德·默塔 / 费迪南德·金斯利 / 艾米莉·皮格福德...,当一位冷酷无情、突如其来的劲敌突袭家园，卡拉·佐-艾尔（米莉·阿尔柯克 饰）——也就是“超级少女”——不得不与一位意想不到的同伴结盟，横跨星际，踏上一段交织复仇与正义的壮阔征途。影片改编自DC漫画《超级少女：明日之女》。,https://movie.douban.com/subject/36225840/
10,利未记,7.1,7214人评价,2026-01-23(圣丹斯电影节) / 2026-06-19(美国) / 史泰西·克劳森 / 乔·伯德 / 提亚拉·布洛克 / 伊文·莱斯利 / 米娅·华希科沃斯卡 / 杰瑞米·布莱维特 / 黛维达·麦肯齐 / 朱莉娅·格蕾丝 / Hyu Motoki / 埃德温娜·雷恩 / 澳大利亚 / 阿德里安·奇亚雷拉...,父亲过世后，纳伊姆（乔·伯德 饰）与母亲（米娅·华希科沃斯卡 饰）搬到一座保守的宗教小镇，试图展开全新生活。在这里，他结识了俊美少年莱恩（史泰西·克劳森 饰），一段无法见容于世的恋情悄然萌芽。然而，当纳伊姆意外撞见莱恩与牧师之子亨特（杰瑞米·布莱维特 饰）难以启齿的秘密后，他因为心生嫉妒而揭发真相。亨特的父母随即请来驱魔师，企图透过驱逐同性欲望的仪式来“矫正”两人。没想到，这场仪式非但没有带来救赎，反而诱发出诡异的超自然力量。这股力量，会化身成受害者内心最渴望的人，利用最亲密的记忆，以及最深层的欲望逐步近逼，将爱化作最致命的恐惧。随着离奇事件接连发生，亨特惨遭杀害，莱恩也逐渐被这股神秘力量侵蚀。为了拯救挚爱，纳伊姆试图向警方求助，却没人相信他的说词，两人的禁忌恋情更因此曝光。当眼前的人可能是最深爱的人，也可能是最可怕的魔魇，纳伊姆必须在爱与恐惧之间，做出最后的抉择。,https://movie.douban.com/subject/37559942/
